line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,present_class,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group
10.025.03.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,10,10.025,10.025.03,b,M,mināmi,3,verse final,1.SG.PRS.IND.ACT,prá ahám mināmi pākyā\,prā́hám mināmi pākíyā,LL SLS LSL,,A,,851,Soma,Hymns of Vimada
10.048.11.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,10,10.048,10.048.11,b,M,mināmi,4,verse final,1.SG.PRS.IND.ACT,deváḥ devā́nām= ná mināmi dhā́ma,devó devā́nāṁ ná mināmi dhā́ma,LL LLL S SLS LS,Triṣṭubh,A,,874,Indra's Praise of Himself,Indra-Vaikuntha-Hymns
10.111.04.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,10,10.111,10.111.04,b,MR,amināt,2,intermediate,3.SG.PRS.IND.ACT,vratā́ amināt= áṅgirobhiḥ} gr̥ṇānáḥ,vratā́minād áṅgirobhir gr̥ṇānáḥ,SLSL LSLL SLL,Triṣṭubh,C,,937,Indra,Hymns of Manyu
04.004.05.d,mr̥ṇī,weak,mr̥,,False,V.,Earlier,ninth,mr̥̄ 1,04,04.004,04.004.05,d,M,mr̥ṇīhi,4,verse final,2.SG.PRS.IMP.ACT,jāmím ájāmim= prá mr̥ṇīhi śátrūn,jāmím ájāmim prá mr̥ṇīhi śátrūn,LS SLL S SLS LL,Triṣṭubh,S,,300,Agni Killer of Demons,Hymns to Agni
02.012.02.b,ramṇā,strong,ram,,False,V.B.,Earlier,ninth,ram,02,02.012,02.012.02,b,M,áramṇāt,4,,3.SG.PRS.IND.ACT,yáḥ párvatān= prákupitān} áramṇāt,yáḥ párvatān prákupitām̐ áramṇāt,L LSL SSSL SLL,Triṣṭubh,C,,203,Indra,Hymns to Indra
02.015.05.a,ramṇā,strong,ram,,False,V.B.,Earlier,ninth,ram,02,02.015,02.015.05,a,M,aramṇāt,6,,3.SG.PRS.IND.ACT,sáḥ īm mahī́m= dhúnim étoḥ} aramṇāt,sá īm mahī́ṁ dhúnim étor aramṇāt,S L SL SS LL SLL,,N,,206,Indra,Hymns to Indra
05.032.01.b,ramṇā,strong,ram,,False,V.B.,Earlier,ninth,ram,05,05.032,05.032.01,b,M,aramṇāḥ,4,,2.SG.PRS.IND.ACT,tvám arṇavā́n= badbadhānā́n} aramṇāḥ,tvám arṇavā́n badbadhānā́m̐ aramṇāḥ,S LSL LSLL SLL,Triṣṭubh,N,,386,Indra,Hymns to Indra
10.149.01.a,ramṇā,strong,ram,,False,V.B.,Earlier,ninth,ram,10,10.149,10.149.01,a,P,aramṇāt,4,,3.SG.PRS.IND.ACT,savitā́ yantraíḥ= pr̥thivī́m} aramṇāt,savitā́ yantraíḥ pr̥thivī́m aramṇād,SSL LL SSL SLL,Triṣṭubh,P,['Arnold (C1)'],975,Savitri,Hymns of Manyu
01.117.04.c,riṇī,weak,ri,,False,,Earlier,ninth,rī,01,01.117,01.117.04,c,M,riṇīthaḥ,3,intermediate,2.DU.PRS.IND.ACT,sám tám riṇīthaḥ= víprutam} dáṁsobhiḥ,sáṁ táṁ riṇītho víprutaṁ dáṁsobhir,L L SLL LSL LLL,Triṣṭubh,N,,117,Asvins,"Hymns of Kaksivat, the Son of Dirghatamas and Usij"
01.117.11.d,riṇī,weak,ri,,False,,Earlier,ninth,rī,01,01.117,01.117.11,d,M,ariṇītam,4,,2.DU.IPRF.IND.ACT,sám viśpálām= nāsatyā ariṇītam,sáṁ viśpálāṁ nāsatiyāriṇītam,L LSL LSSLSLL,Triṣṭubh,N,,117,Asvins,"Hymns of Kaksivat, the Son of Dirghatamas and Usij"
01.117.19.b,riṇī,weak,ri,,False,,Earlier,ninth,rī,01,01.117,01.117.19,b,M,riṇīthaḥ,5,,2.DU.PRS.IND.ACT,utá srāmám= dhiṣṇyā sám} riṇīthaḥ,utá srāmáṁ dhiṣṇiyā sáṁ riṇīthaḥ,SL LL LSL L SLL,Triṣṭubh,N,,117,Asvins,"Hymns of Kaksivat, the Son of Dirghatamas and Usij"
01.124.07.d,riṇī,weak,ri,,False,,Earlier,ninth,rī,01,01.124,01.124.07,d,M,riṇīte,5,verse final,3.SG.PRS.INJ.MED,uṣā́ḥ hasrā́ iva= ní riṇīte?_ ápsaḥ,uṣā́ hasréva ní riṇīte ápsaḥ,SL LLS S SLL LL,Triṣṭubh,C,,124,Usas,"Hymns of Kaksivat, the Son of Dirghatamas and Usij"
01.161.07.a,riṇī,weak,ri,,False,,Earlier,ninth,rī,01,01.161,01.161.07,a,P,ariṇīta,4,verse final,2.PL.IPRF.IND.ACT,níḥ cármaṇaḥ= gā́m ariṇīta dhītíbhiḥ,níś cármaṇo gā́m ariṇīta dhītíbhir,L LSL L SSLS LSL,Jagatī,P,['Arnold (C1)'],161,The Ribhus,"Hymns of Dirghatamas, Son of Ucathya and Mamata"
03.060.02.b,riṇī,weak,ri,,False,,Earlier,ninth,rī,03,03.060,03.060.02,b,M,áriṇīta,4,verse final,2.PL.IPRF.IND.ACT,yáyā dhiyā́= gā́m áriṇīta cármaṇaḥ,yáyā dhiyā́ gā́m áriṇīta cármaṇaḥ,SL SL L SSLS LSL,Jagatī,C,,294,The Ribhus and Indra,Hymns to Various Gods
04.036.04.b,riṇī,weak,ri,,False,,Earlier,ninth,rī,04,04.036,04.036.04,b,M,ariṇīta,4,verse final,2.PL.IPRF.IND.ACT,níḥ cármaṇaḥ= gā́m ariṇīta dhītíbhiḥ,níś cármaṇo gā́m ariṇīta dhītíbhiḥ,L LSL L SSLS LSL,Jagatī,N,,332,The Ribhus,Hymns to the Ribhus
05.080.06.b,riṇī,weak,ri,,False,,Earlier,ninth,rī,05,05.080,05.080.06,b,M,riṇīte,5,verse final,3.SG.PRS.INJ.MED,yóṣā iva bhadrā́= ní riṇīte?_ ápsaḥ,yóṣeva bhadrā́ ní riṇīte ápsaḥ,LLS LL S SLL LL,,C,,434,Usas,Hymns to Various Gods
09.071.02.b,riṇī,weak,ri,,False,,Earlier,ninth,rī,09,09.071,09.071.02,b,M,riṇīte,4,intermediate,3.SG.PRS.INJ.MED,asurya\m várṇam= ní riṇīte?_ asya tám,asurya\ṁ várṇaṁ ní riṇīte asya tám,SLL LL S SLL LS L,Jagatī,S,,783,Soma,The Jagati Group
01.056.06.c,riṇā,strong,ri,,False,,Earlier,ninth,rī,01,01.056,01.056.06,c,M,ariṇāḥ,4,verse final,2.SG.IPRF.IND.ACT,tvám sutásya= máde-_ ariṇāḥ apáḥ,tuváṁ sutásya máde ariṇā apó,SL SLS SL SSL SL,Jagatī,S,['Grassmann (G)'],56,Indra,Hymns of Savya
01.061.13.d,riṇā,strong,ri,,False,,Earlier,ninth,rī,01,01.061,01.061.13,d,MG,niriṇā́ti,2,verse final,3.SG.PRS.IND.ACT,r̥ghāyámāṇaḥ= niriṇā́ti śátrūn,r̥ghāyámāṇo niriṇā́ti śátrūn,SLSLL SSLS LL,Triṣṭubh,A,,61,Indra,"Hymns of Nodhas, Descendant of Gotama"
01.127.04.f,riṇā,strong,ri,,False,,Earlier,ninth,rī,01,01.127,01.127.04,f,MU,riṇāti,5,verse final,3.SG.PRS.IND.ACT,sthirā́ cit ánnā= ní riṇāti ójasā,sthirā́ cid ánnā ní riṇāti ójasā,SL S LL S SLS LSL,,A,,127,Agni,"Hymns of Parucchepa, Son of Divodasa"
01.148.04.a,riṇā,strong,ri,,False,,Earlier,ninth,rī,01,01.148,01.148.04,a,M,riṇāti,4,verse final,3.SG.PRS.IND.ACT,purū́ṇi dasmáḥ= ní riṇāti jámbhaiḥ,purū́ṇi dasmó ní riṇāti jámbhair,SLS LL S SLS LL,Triṣṭubh,a,,148,Agni,"Hymns of Dirghatamas, Son of Ucathya and Mamata"
01.166.06.d,riṇā,strong,ri,,False,,Earlier,ninth,rī,01,01.166,01.166.06,d,M,riṇā́ti,1,intermediate,3.SG.PRS.IND.ACT,riṇā́ti paśváḥ= súdhitā iva barháṇā,riṇā́ti paśváḥ súdhiteva barháṇā,SLS LL SSLS LSL,Jagatī,s,,166,The Maruts,Hymns of Agastya
01.179.04.c,riṇā,strong,ri,,False,,Earlier,ninth,rī,01,01.179,01.179.04,c,P,riṇāti,4,,3.SG.PRS.IND.ACT,lópāmudrā= vŕ̥ṣaṇam níḥ} riṇāti,lópāmudrā vŕ̥ṣaṇaṁ nī́ riṇāti,LLLL SSL L SLS,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C1)', 'Wuest (W)']",179,Agastya and Lopamudra,Hymns of Agastya
02.012.03.a,riṇā,strong,ri,,False,,Earlier,ninth,rī,02,02.012,02.012.03,a,M,áriṇāt,4,intermediate,3.SG.IPRF.IND.ACT,yáḥ hatvā́ áhim= áriṇāt saptá síndhūn,yó hatvā́him áriṇāt saptá síndhūn,L LLS SSL LS LL,Triṣṭubh,C,,203,Indra,Hymns to Indra
02.015.06.a,riṇā,strong,ri,,False,,Earlier,ninth,rī,02,02.015,02.015.06,a,M,ariṇāt,4,verse final,3.SG.IPRF.IND.ACT,sá údañcam síndhum= ariṇāt} mahitvā́,sódañcaṁ síndhum ariṇān mahitvā́,LLL LS SSL SLL,Triṣṭubh,N,,206,Indra,Hymns to Indra
02.022.04.d,riṇā,strong,ri,,False,,Earlier,ninth,rī,02,02.022,02.022.04,d,M,áriṇāḥ,5,verse final,2.SG.IPRF.IND.ACT,yát devásya= śávasā prá áriṇāḥ ásum,yád devásya śávasā prā́riṇā ásuṁ,L LLS SSL LSL SL,,A,,213,Indra,Hymns to Indra
03.003.11.b,riṇā,strong,ri,,False,,Earlier,ninth,rī,03,03.003,03.003.11,b,M,áriṇāt,1,intermediate,3.SG.IPRF.IND.ACT,áriṇāt ékaḥ= svapasyáyā kavíḥ,áriṇād ékaḥ suapasyáyā kavíḥ,SSL LL SSLSL SL,Jagatī,N,,237,Agni Vaisvanara,Hymns to Agni
04.019.03.d,riṇā,strong,ri,,False,,Earlier,ninth,rī,04,04.019,04.019.03,d,M,riṇāḥ,4,verse final,2.SG.PRS.INJ.ACT,áhim vájreṇa= ví riṇāḥ} aparván,áhiṁ vájreṇa ví riṇā aparván,SL LLS S SL SLL,Triṣṭubh,S,,315,Indra,Hymns to Indra
04.019.05.d,riṇā,strong,ri,,False,,Earlier,ninth,rī,04,04.019,04.019.05,d,M,ariṇāḥ,3,intermediate,2.SG.IPRF.IND.ACT,tvám vr̥tā́n= ariṇāḥ indra síndhūn,tuváṁ vr̥tā́m̐ ariṇā indra síndhūn,SL SL SSL LS LL,,S,,315,Indra,Hymns to Indra
04.028.01.c,riṇā,strong,ri,,False,,Earlier,ninth,rī,04,04.028,04.028.01,c,M,áriṇāt,3,intermediate,3.SG.IPRF.IND.ACT,áhan áhim= áriṇāt saptá síndhūn,áhann áhim áriṇāt saptá síndhūn,SL SS SSL LS LL,Triṣṭubh,S,,324,Indra and Soma,Hymns to Indra
04.030.06.b,riṇā,strong,ri,,False,,Earlier,ninth,rī,04,04.030,04.030.06,b,M,áriṇāḥ,1,intermediate,2.SG.IPRF.IND.ACT,áriṇāḥ indra sū́ryam,áriṇā indra sū́riyam,SSL LS LSL,Gāyatrī,S,,326,Indra,Hymns to Indra
04.042.07.d,riṇā,strong,ri,,False,,Earlier,ninth,rī,04,04.042,04.042.07,d,M,ariṇāḥ,3,intermediate,2.SG.IPRF.IND.ACT,tvám vr̥tā́n= ariṇāḥ indra síndhūn,tuváṁ vr̥tā́m̐ ariṇā indra síndhūn,SL SL SSL LS LL,Triṣṭubh,N,,338,Indra and Varuna,Hymns to Indra and Varanda
05.031.11.c,riṇā,strong,ri,,False,,Earlier,ninth,rī,05,05.031,05.031.11,c,M,riṇāti,5,,3.SG.PRS.IND.ACT,bhárat cakrám= étaśaḥ sám} riṇāti,bhárac cakrám étaśaḥ sáṁ riṇāti,SL LS LSL L SLS,Triṣṭubh,N,,385,Indra,Hymns to Indra
05.041.10.d,riṇā,strong,ri,,False,,Earlier,ninth,rī,05,05.041,05.041.10,d,M,riṇāti,3,verse final,3.SG.PRS.IND.ACT,śocíṣkeśaḥ ní riṇāti vánā,śocíṣkeśo ̀ ní riṇāti vánā,LLLL · S SLS SL,Triṣṭubh,A,,395,All the Gods,Hymns to the All-Gods
10.067.12.c,riṇā,strong,ri,,False,,Earlier,ninth,rī,10,10.067,10.067.12,c,M,áriṇāt,3,intermediate,3.SG.IPRF.IND.ACT,áhan áhim= áriṇāt saptá síndhūn,áhann áhim áriṇāt saptá síndhūn,SL SS SSL LS LL,Triṣṭubh,C,['Grassmann (G)'],893,Brihaspati,Hymns of Ayasya
10.116.03.d,riṇā,strong,ri,,False,,Earlier,ninth,rī,10,10.116,10.116.03,d,M,niriṇā́si,3,verse final,2.SG.PRS.IND.ACT,mamáttu yéna= niriṇā́si śátrūn,mamáttu yéna niriṇā́si śátrūn,SLS LS SSLS LL,Triṣṭubh,C,,942,Indra,Hymns of Manyu
10.120.01.c,riṇā,strong,ri,,False,,Earlier,ninth,rī,10,10.120,10.120.01,c,P,riṇāti,4,verse final,3.SG.PRS.IND.ACT,sadyáḥ jajñānáḥ= ní riṇāti śátrūn,sadyó jajñānó ní riṇāti śátrūn,LL LLL S SLS LL,,P,,946,Indra,Hymns of Manyu
09.069.03.b,śrathnī,weak,śrath,,False,V.,Earlier,ninth,śrathⁱ,09,09.069,09.069.03,b,M,śrathnīté,1,intermediate,3.SG.PRS.IND.MED,śrathnīté?_ naptī́ḥ= áditeḥ} r̥tám yaté-_,śrathnīté naptī́r áditer r̥táṁ yaté,LLL LL SSL SL SL,Jagatī,N,,781,Soma,The Jagati Group
10.171.03.c,śrathnā,strong,śrath,,False,V.,Earlier,ninth,śrathⁱ,10,10.171,10.171.03,c,M,śrathnāḥ,2,verse final,2.SG.PRS.INJ.ACT,múhuḥ śrathnāḥ manasyáve?_,múhuḥ śrathnā manasyáve,SL LL SLSL,Gāyatrī,C,,997,Indra,Hymns of Manyu
05.006.09.b,śrīṇī,weak,śrī,1,False,V.B.,Earlier,ninth,śrī,05,05.006,05.006.09,b,M,śrīṇīṣe,2,verse final,2.SG.PRS.IND.MED,dárvī+_ śrīṇīṣe?_ āsáni,dárvī śrīṇīṣa āsáni,LL LLS LSS,,A,,360,Agni,Hymns to Agni
08.002.11.b,śrīṇī,weak,śrī,1,False,V.B.,Earlier,ninth,śrī,08,08.002,08.002.11,b,MT,śrīṇīhi,4,,2.SG.PRS.IMP.ACT,índra imám sómam śrīṇīhi,índremáṁ sómaṁ śrīṇīhi,LLL LL LLS,Gāyatrī,S,,622,Indra,"Hymns of Priyamedha's, Medyatithi Etc."
09.011.06.b,śrīṇī,weak,śrī,1,False,V.B.,Earlier,ninth,śrī,09,09.011,09.011.06,b,MO,śrīṇītana,4,,2.PL.PRS.IMP.ACT,dadhnā́ ít abhí śrīṇītana,dadhnéd abhí śriṇītana@,LL SL SLSL,Gāyatrī,N,,723,Soma,Tirasci and Other Poets
09.046.04.c,śrīṇī,weak,śrī,1,False,V.B.,Earlier,ninth,śrī,09,09.046,09.046.04,c,MO,śrīṇīta,2,verse final,2.PL.PRS.IMP.ACT,góbhiḥ śrīṇīta matsarám,góbhiḥ śrīṇīta matsarám,LL LLS LSL,Gāyatrī,N,,758,Soma,Tirasci and Other Poets
10.061.03.d,śrīṇī,weak,śrī,1,False,V.B.,Earlier,ninth,śrī,10,10.061,10.061.03,d,M,áśrīṇīta,1,intermediate,3.SG.IPRF.IND.MED,áśrīṇīta ādíśam gábhastau,áśrīṇīta ̀ ādíśaṁ gábhastau,LLLS · LSL SLL,Triṣṭubh,A,['Grassmann (G)'],887,All the Gods,Nabhanedistha Hymns
07.084.02.b,sinī,weak,si,,False,V.B.,Earlier,ninth,sā si,07,07.084,07.084.02,b,M,sinītháḥ,4,,2.DU.PRS.IND.ACT,yaú setŕ̥bhiḥ= arajjúbhiḥ} sinītháḥ,yaú setŕ̥bhir arajjúbhiḥ sinītháḥ,L LSS SLSL SLL,Triṣṭubh,S,,600,Indra and Varuna,Hymns to Indra and Varuna
01.125.02.d,sinā,strong,si,,False,V.B.,Earlier,ninth,sā si,01,01.125,01.125.02,d,M,utsinā́ti,4,,3.SG.PRS.IND.ACT,mukṣī́jayā iva= pádim utsinā́ti,mukṣī́jayeva pádim utsinā́ti,LLSLS SS LSLS,Triṣṭubh,C,['Grassmann (G)'],125,Praise of the Generous Sacrificer,"Hymns of Kaksivat, the Son of Dirghatamas and Usij"
10.006.03.d,skabhnā,strong,skabh,,False,V.B.,Earlier,ninth,skambhⁱ,10,10.006,10.006.03,d,M5,skabhnā́ti,2,verse final,3.SG.PRS.IND.ACT,áriṣṭarathaḥ skabhnā́ti śūṣaíḥ,áriṣṭaratha skabhnā́ti śūṣaíḥ,SLSSL LLS LL,,S,,832,Agni,Hymns of Trita Aptya
02.033.15.b,hr̥ṇī,weak,hr̥,,False,V.B.,Earlier,ninth,hr̥̄,02,02.033,02.033.15,b,M,hr̥ṇīṣé,4,intermediate,2.SG.PRS.IND.MED,yáthā deva= ná hr̥ṇīṣé?_} ná háṁsi,yáthā deva ná hr̥ṇīṣé ná háṁsi,SL LS S SLL S LS,Triṣṭubh,N,,224,Rudra,Hymns to Various Gods
07.086.03.d,hr̥ṇī,weak,hr̥,,False,V.B.,Earlier,ninth,hr̥̄,07,07.086,07.086.03,d,M,hr̥ṇīte,5,,3.SG.PRS.IND.MED,ayám ha túbhyam= váruṇaḥ} hr̥ṇīte?_,ayáṁ ha túbhyaṁ váruṇo hr̥ṇīte,SL S LL SSL SLL,Triṣṭubh,S,,602,Varuna,Hymns to Varuna
07.104.14.c,hr̥ṇī,weak,hr̥,,False,V.B.,Earlier,ninth,hr̥̄,07,07.104,07.104.14,c,P,hr̥ṇīṣe,4,,2.SG.PRS.IND.MED,kím asmábhyam= jātavedaḥ} hr̥ṇīṣe?_,kím asmábhyaṁ jātavedo hr̥ṇīṣe,S LLL LSLL SLL,Triṣṭubh,P,"['Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)']",620,"Indra, Soma and Other Gods",Hymns to Parjanya / Appendix
08.002.19.b,hr̥ṇī,weak,hr̥,,False,V.B.,Earlier,ninth,hr̥̄,08,08.002,08.002.19,b,MT,hr̥ṇīthāḥ,2,intermediate,2.SG.PRS.INJ.MED,mā́ hr̥ṇīthāḥ abhí asmā́n,mā́ hr̥ṇīthā abhí asmā́n,L SLL SS LL,Gāyatrī,S,,622,Indra,"Hymns of Priyamedha's, Medyatithi Etc."
04.024.10.b,krīṇā,strong,krī,,False,,Earlier & Later,ninth,krī,04,04.024,04.024.10,b,PE2,krīṇāti,2,verse final,3.SG.PRS.IND.ACT,índram krīṇāti dhenúbhiḥ,índraṁ krīṇāti dhenúbhiḥ,LL LLS LSL,Aṇuṣṭubh,P,['Grassmann (G)'],320,Indra,Hymns to Indra
01.010.04.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.010,01.010.04,b,M,gr̥ṇīhi,2,intermediate,2.SG.PRS.IMP.ACT,abhí gr̥ṇīhi ā́ ruva,abhí gr̥ṇīhi ā́ ruva,SS SLS L SS,Aṇuṣṭubh,N,,10,Indra,Hymns of Madhucchandas
01.015.03.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.015,01.015.03,a,MO,gr̥ṇīhi,3,verse final,2.SG.PRS.IMP.ACT,abhí yajñám gr̥ṇīhi naḥ,abhí yajñáṁ gr̥ṇīhi no,SS LL SLS L,Gāyatrī,N,,15,Cycle of the Gods,Hymns of Medhatithi
01.042.10.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.042,01.042.10,b,MO,gr̥ṇīmasi,3,,1.PL.PRS.IND.ACT,sūktaíḥ abhí gr̥ṇīmasi,sūktaír abhí gr̥ṇīmasi,LL SS SLSS,Gāyatrī,S,,42,Pusan,Hymns of Kanva
01.048.14.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.048,01.048.14,c,M,gr̥ṇīhi,5,verse final,2.SG.PRS.IMP.ACT,sā́ naḥ stómān= abhí gr̥ṇīhi rā́dhasā,sā́ na stómām̐ abhí gr̥ṇīhi rā́dhasā,L L LL SS SLS LSL,,S,,48,Usas,Hymns of Praskanva
01.053.02.d,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.053,01.053.02,d,M,gr̥ṇīmasi,5,,1.PL.PRS.IND.ACT,sákhā sákhibhyaḥ= tám idám} gr̥ṇīmasi,sákhā sákhibhyas tám idáṁ gr̥ṇīmasi,SL SLL S SL SLSS,Jagatī,C,,53,Indra,Hymns of Savya
01.064.12.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.064,01.064.12,b,M,gr̥ṇīmasi,4,,1.PL.PRS.IND.ACT,rudrásya sūnúm= havásā} gr̥ṇīmasi,rudrásya sūnúṁ havásā gr̥ṇīmasi,LLS LL SSL SLSS,Jagatī,n,,64,The Maruts,"Hymns of Nodhas, Descendant of Gotama"
01.079.12.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.079,01.079.12,c,M,gr̥ṇīte,2,verse final,3.SG.PRS.IND.MED,hótā gr̥ṇīte?_ ukthya\ḥ,hótā gr̥ṇīta ukthíyaḥ,LL SLS LSL,Gāyatrī,S,,79,Agni,"Hymns of Gotama, the Son of Rahugana"
01.146.01.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.146,01.146.01,a,M,gr̥ṇīṣe,3,,1.SG.PRS.IND.MED,trimūrdhā́nam= saptáraśmim} gr̥ṇīṣe-_,trimūrdhā́naṁ saptáraśmiṁ gr̥ṇīṣe,SLLL LSLL SLL,Triṣṭubh,C,,146,Agni,"Hymns of Dirghatamas, Son of Ucathya and Mamata"
01.155.04.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.155,01.155.04,a,M,gr̥ṇīmasi,5,,1.PL.PRS.IND.ACT,tát-tat ít asya= paúṁsyam} gr̥ṇīmasi,tát-tad íd asya paúṁsiyaṁ gr̥ṇīmasi,LS S LS LSL SLSS,,S,,155,Vishnu and Indra,"Hymns of Dirghatamas, Son of Ucathya and Mamata"
01.186.03.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,01,01.186,01.186.03,a,M,gr̥ṇīṣe,4,,1.SG.PRS.IND.MED,préṣṭham vaḥ átithim gr̥ṇīṣe-_,práyiṣṭhaṁ+ vo ̀ átithiṁ gr̥ṇīṣe,SLL L · SSL SLL,Triṣṭubh,A,,186,All the Gods,Hymns of Agastya
02.009.04.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,02,02.009,02.009.04,b,M,gr̥ṇīhi,4,verse final,2.SG.PRS.IMP.ACT,śruṣṭī́-_ deṣṇám= abhí gr̥ṇīhi rā́dhaḥ,chruṣṭī́ deṣṇám abhí gr̥ṇīhi rā́dhaḥ,LL LS SS SLS LL,Triṣṭubh,N,,200,Agni,Hymns to Agni
02.020.04.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,02,02.020,02.020.04,a,M,gr̥ṇīṣe,6,,1.SG.PRS.IND.MED,tám u+_ stuṣe-_= índram tám} gr̥ṇīṣe-_,tám u stuṣa índaraṁ+ táṁ gr̥ṇīṣe,S L SS LSL L SLL,Triṣṭubh,A,,211,Indra,Hymns to Indra
02.033.08.d,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,02,02.033,02.033.08,d,M,gr̥ṇīmási,1,intermediate,1.PL.PRS.IND.ACT,gr̥ṇīmási= tveṣám rudrásya nā́ma,gr̥ṇīmási tveṣáṁ rudrásya nā́ma,SLSL LL LLS LS,Triṣṭubh,N,,224,Rudra,Hymns to Various Gods
02.033.12.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,02,02.033,02.033.12,c,M,gr̥ṇīṣe,4,,1.SG.PRS.IND.MED,bhū́reḥ dātā́ram= sátpatim} gr̥ṇīṣe-_,bhū́rer dātā́raṁ sátpatiṁ gr̥ṇīṣe,LL LLL LSL SLL,Triṣṭubh,N,,224,Rudra,Hymns to Various Gods
02.034.14.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,02,02.034,02.034.14,b,M,gr̥ṇīmasi,6,,1.PL.PRS.IND.ACT,úpa gha ít enā́= námasā} gr̥ṇīmasi,úpa ghéd enā́ námasā gr̥ṇīmasi,SS L LL SSL SLSS,,N,,225,The Maruts,Hymns to Various Gods
03.006.10.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,03,03.006,03.006.10,b,M,gr̥ṇītáḥ,4,,3.DU.PRS.IND.ACT,yajñáṁ-yajñam= abhí vr̥dhé-_} gr̥ṇītáḥ,yajñáṁ-yajñam abhí vr̥dhé gr̥ṇītáḥ,LLLS SS SL SLL,,N,,240,Agni,Hymns to Agni
03.053.03.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,03,03.053,03.053.03,a,M,gr̥ṇīhi,5,,2.SG.PRS.IMP.ACT,śáṁsāva adhvaryo= práti me-_} gr̥ṇīhi,śáṁsāvādhvaryo práti me gr̥ṇīhi,LLLLL SS L SLS,Triṣṭubh,C,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",287,Indra,Hymns to Indra
04.025.07.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,04,04.025,04.025.07,b,M,gr̥ṇīte,4,,3.SG.PRS.IND.MED,ásunvatā= sutapā́ḥ sám} gr̥ṇīte?_,ásunvatā sutapā́ḥ sáṁ gr̥ṇīte,SLSL SSL L SLL,Triṣṭubh,N,,321,Indra,Hymns to Indra
05.034.09.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,05,05.034,05.034.09,a,M,gr̥ṇīṣe,3,,1.SG.PRS.IND.MED,sahasrasā́m= ā́gniveśim} gr̥ṇīṣe-_,sahasrasā́m ā́gniveśiṁ gr̥ṇīṣe,SLSL LSLL SLL,Triṣṭubh,N,['Grassmann (G)'],388,Indra,Hymns to Indra
05.041.10.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,05,05.041,05.041.10,c,M,gr̥ṇīté,1,intermediate,3.SG.PRS.IND.MED,gr̥ṇīté?_ agníḥ= etárī?_+} ná+_ śūṣaíḥ,gr̥ṇīté agnír etárī ná śūṣaíḥ,SLL LS LSL S LL,Triṣṭubh,A,,395,All the Gods,Hymns to the All-Gods
