line_no,labels,strata,strata_based_on_meter_only
01.094.01.c,M,C,False
01.094.01.d,M,C,False
01.094.02.a,M,C,False
01.094.02.b,M,C,False
01.094.02.c,M,C,False
01.094.02.d,MR,C,False
01.094.03.a,M,C,False
01.094.03.b,M,C,False
01.094.03.c,M,C,False
01.094.03.d,MR,C,False
01.094.04.a,M,C,False
01.094.04.b,M,C,False
01.094.04.c,M,C,False
01.094.04.d,MR,C,False
01.094.05.a,M,C,False
01.094.05.b,M,C,False
01.094.05.c,M,C,False
01.094.05.d,MR,C,False
01.094.06.a,M,C,False
01.094.06.b,M,C,False
01.094.06.c,M,C,False
01.094.06.d,MR,C,False
01.094.07.a,M,C,False
01.094.07.b,M,C,False
01.094.07.c,M,C,False
01.094.07.d,MR,C,False
01.094.08.a,M,C,False
01.094.08.b,M,C,False
01.094.08.c,M,C,False
01.094.08.d,MR,C,False
01.094.09.a,M,C,False
01.094.09.b,M,C,False
01.094.09.c,M,C,False
01.094.09.d,MR,C,False
01.094.10.a,M,C,False
01.094.10.b,M,C,False
01.094.10.c,M,C,False
01.094.10.d,MR,C,False
01.094.11.a,M,C,False
01.094.11.b,M,C,False
01.094.11.c,M,C,False
01.094.11.d,MR,C,False
01.094.12.a,M,C,False
01.094.12.b,M,C,False
01.094.12.c,M,C,False
01.094.12.d,MR,C,False
01.094.13.a,M,C,False
01.094.13.b,M,C,False
01.094.13.c,M,C,False
01.094.13.d,MR,C,False
01.094.14.a,M,C,False
01.094.14.b,M,C,False
01.094.14.c,M,C,False
01.094.14.d,MR,C,False
01.094.15.a,M,C,False
01.094.15.b,M,C,False
01.094.15.c,M,C,False
01.094.15.d,M,C,False
01.094.16.a,M,C,False
01.094.16.b,M,C,False
01.094.16.c,M,C,False
01.094.16.d,M,C,False
01.095.01.a,M,C,False
01.095.01.b,M,C,False
01.095.01.c,M,C,False
01.095.01.d,M,C,False
01.095.02.a,M,C,False
01.095.02.b,M,C,False
01.095.02.c,M,C,False
01.095.02.d,M,C,False
01.095.03.a,M,C,False
01.095.03.b,M,C,False
01.095.03.c,M,C,False
01.095.03.d,M,C,False
01.095.04.a,M,C,False
01.095.04.b,M,C,False
01.095.04.c,M,C,False
01.095.04.d,M,C,False
01.095.05.a,M,C,False
01.095.05.b,M,C,False
01.095.05.c,M,C,False
01.095.05.d,M,C,False
01.095.06.a,M,C,False
01.095.06.b,M,C,False
01.095.06.c,M,C,False
01.095.06.d,M,C,False
01.095.07.a,M,C,False
01.095.07.b,M,C,False
01.095.07.c,M,C,False
01.095.07.d,M,C,False
01.095.08.a,M,C,False
01.095.08.b,M,C,False
01.095.08.c,M,C,False
01.095.08.d,M,C,False
01.095.09.a,M,C,False
01.095.09.b,M,C,False
01.095.09.c,M,C,False
01.095.09.d,M,C,False
01.095.10.a,M,C,False
01.095.10.b,M,C,False
01.095.10.c,M,C,False
01.095.10.d,M,C,False
01.095.11.a,M,C,False
01.095.11.b,M,C,False
01.095.11.c,MR,C,False
01.095.11.d,MR,C,False
01.096.01.a,M,C,False
01.096.01.b,M,C,False
01.096.01.c,M,C,False
01.096.01.d,M,C,False
01.096.02.a,M,C,False
01.096.02.b,M,C,False
01.096.02.c,M,C,False
01.096.02.d,MR,C,False
01.096.03.a,M,C,False
01.096.03.b,M,C,False
01.096.03.c,M,C,False
01.096.03.d,MR,C,False
01.096.04.a,M,C,False
01.096.04.b,M,C,False
01.096.04.c,M,C,False
01.096.04.d,MR,C,False
01.096.05.a,M,C,False
01.096.05.b,M,C,False
01.096.05.c,M,C,False
01.096.05.d,MR,C,False
01.096.06.a,M,C,False
01.096.06.b,M,C,False
01.096.06.c,M,C,False
01.096.06.d,MR,C,False
01.096.07.a,M,C,False
01.096.07.b,M,C,False
01.096.07.c,M,C,False
01.096.07.d,MR,C,False
01.096.08.a,M,C,False
01.096.08.b,M,C,False
01.096.08.c,M,C,False
01.096.08.d,M,C,False
01.096.09.a,MR,C,False
01.096.09.b,MR,C,False
01.096.09.c,MR,C,False
01.096.09.d,MR,C,False
01.097.01.a,P,P,False
01.097.01.b,P,P,False
01.097.01.c,PR,P,False
01.097.02.a,P,P,False
01.097.02.b,P,P,False
01.097.02.c,PR,P,False
01.097.03.a,P,P,False
01.097.03.b,P,P,False
01.097.03.c,PR,P,False
01.097.04.a,P,P,False
01.097.04.b,P,P,False
01.097.04.c,PR,P,False
01.097.05.a,P,P,False
01.097.05.b,P,P,False
01.097.05.c,PR,P,False
01.097.06.a,P,P,False
01.097.06.b,PR,P,False
01.097.06.c,PR,P,False
01.097.07.a,P,P,False
01.097.07.b,P,P,False
01.097.07.c,PR,P,False
01.097.08.a,P,P,False
01.097.08.b,P,P,False
01.097.08.c,PR,P,False
01.098.01.a,M,C,False
01.098.01.b,M,C,False
01.098.01.c,M,C,False
01.098.01.d,M,C,False
01.098.02.a,M,C,False
01.098.02.b,M,C,False
01.098.02.c,M,C,False
01.098.02.d,M,C,False
01.098.03.a,M,C,False
01.098.03.b,M,C,False
01.098.03.c,MR,C,False
01.098.03.d,MR,C,False
01.099.01.a,M,C,False
01.099.01.b,M,C,False
01.099.01.c,M,C,False
01.099.01.d,M,C,False
01.100.01.a,M,C,False
01.100.01.b,M,C,False
01.100.01.c,M,C,False
01.100.01.d,M,C,False
01.100.02.a,M,C,False
01.100.02.b,M,C,False
01.100.02.c,M,C,False
01.100.02.d,MR,C,False
01.100.03.a,M,C,False
01.100.03.b,M,C,False
01.100.03.c,M,C,False
01.100.03.d,MR,C,False
01.100.04.a,M,C,False
01.100.04.b,M,C,False
01.100.04.c,M,C,False
01.100.04.d,MR,C,False
01.100.05.a,M,C,False
01.100.05.b,M,C,False
01.100.05.c,M,C,False
01.100.05.d,MR,C,False
01.100.06.a,M,C,False
01.100.06.b,Mh,C,False
01.100.06.c,M,C,False
01.100.06.d,MR,C,False
01.100.07.a,M,C,False
01.100.07.b,M,C,False
01.100.07.c,M,C,False
01.100.07.d,MR,C,False
01.100.08.a,M,C,False
01.100.08.b,M,C,False
01.100.08.c,Mh,C,False
01.100.08.d,MR,C,False
01.100.09.a,M,C,False
01.100.09.b,M,C,False
01.100.09.c,M,C,False
01.100.09.d,MR,C,False
01.100.10.a,M,C,False
01.100.10.b,M,C,False
01.100.10.c,M,C,False
01.100.10.d,MR,C,False
01.100.11.a,M,C,False
01.100.11.b,M,C,False
01.100.11.c,M,C,False
01.100.11.d,MR,C,False
01.100.12.a,M,C,False
01.100.12.b,M,C,False
01.100.12.c,M,C,False
01.100.12.d,MR,C,False
01.100.13.a,M,C,False
01.100.13.b,M,C,False
01.100.13.c,M,C,False
01.100.13.d,MR,C,False
01.100.14.a,M,C,False
01.100.14.b,M,C,False
01.100.14.c,M,C,False
01.100.14.d,MR,C,False
01.100.15.a,M,C,False
01.100.15.b,M,C,False
01.100.15.c,M,C,False
01.100.15.d,MR,C,False
01.100.16.a,M,C,False
01.100.16.b,M,C,False
01.100.16.c,M,C,False
01.100.16.d,M,C,False
01.100.17.a,M,C,False
01.100.17.b,M,C,False
01.100.17.c,M,C,False
01.100.17.d,M,C,False
01.100.18.a,M,C,False
01.100.18.b,M,C,False
01.100.18.c,M,C,False
01.100.18.d,M,C,False
01.100.19.a,M,C,False
01.100.19.b,M,C,False
01.100.19.c,MR,C,False
01.100.19.d,MR,C,False
01.101.01.a,M,C,False
01.101.01.b,M,C,False
01.101.01.c,M,C,False
01.101.01.d,M,C,False
01.101.02.a,M,C,False
01.101.02.b,M,C,False
01.101.02.c,M,C,False
01.101.02.d,MR,C,False
01.101.03.a,M,C,False
01.101.03.b,M,C,False
01.101.03.c,M,C,False
01.101.03.d,MR,C,False
01.101.04.a,M,C,False
01.101.04.b,M,C,False
01.101.04.c,M,C,False
01.101.04.d,MR,C,False
01.101.05.a,M,C,False
01.101.05.b,M,C,False
01.101.05.c,M,C,False
01.101.05.d,MR,C,False
01.101.06.a,M,C,False
01.101.06.b,M,C,False
01.101.06.c,M,C,False
01.101.06.d,MR,C,False
01.101.07.a,M,C,False
01.101.07.b,M,C,False
01.101.07.c,M,C,False
01.101.07.d,MR,C,False
01.101.08.a,M,C,False
01.101.08.b,M,C,False
01.101.08.c,M,C,False
01.101.08.d,M,C,False
01.101.09.a,M,C,False
01.101.09.b,M,C,False
01.101.09.c,M,C,False
01.101.09.d,M,C,False
01.101.10.a,M,C,False
01.101.10.b,M,C,False
01.101.10.c,M,C,False
01.101.10.d,M,C,False
01.101.11.a,M,C,False
01.101.11.b,M,C,False
01.101.11.c,MR,C,False
01.101.11.d,MR,C,False
01.102.01.a,M,C,False
01.102.01.b,M,C,False
01.102.01.c,M,C,False
01.102.01.d,M,C,False
01.102.02.a,M,C,False
01.102.02.b,M,C,False
01.102.02.c,M,C,False
01.102.02.d,M,C,False
01.102.03.a,M,C,False
01.102.03.b,M,C,False
01.102.03.c,M,C,False
01.102.03.d,M,C,False
01.102.04.a,M,C,False
01.102.04.b,M,C,False
01.102.04.c,M,C,False
01.102.04.d,M,C,False
01.102.05.a,M,C,False
01.102.05.b,M,C,False
01.102.05.c,M,C,False
01.102.05.d,M,C,False
01.102.06.a,M,C,False
01.102.06.b,M,C,False
01.102.06.c,M,C,False
01.102.06.d,M,C,False
01.102.07.a,M,C,False
01.102.07.b,M,C,False
01.102.07.c,M,C,False
01.102.07.d,M,C,False
01.102.08.a,M,C,False
01.102.08.b,M,C,False
01.102.08.c,M,C,False
01.102.08.d,M,C,False
01.102.09.a,M,C,False
01.102.09.b,M,C,False
01.102.09.c,M,C,False
01.102.09.d,M,C,False
01.102.10.a,M,C,False
01.102.10.b,M,C,False
01.102.10.c,M,C,False
01.102.10.d,M,C,False
01.102.11.a,MR,C,False
01.102.11.b,MR,C,False
01.102.11.c,MR,C,False
01.102.11.d,MR,C,False
01.103.01.a,M,C,False
01.103.01.b,M,C,False
01.103.01.c,M,C,False
01.103.01.d,M,C,False
01.103.02.a,M,C,False
01.103.02.b,M,C,False
01.103.02.c,M,C,False
01.103.02.d,M,C,False
01.103.03.a,M,C,False
01.103.03.b,M,C,False
01.103.03.c,M,C,False
01.103.03.d,M,C,False
01.103.04.a,M,C,False
01.103.04.b,M,C,False
01.103.04.c,M,C,False
01.103.04.d,M,C,False
01.103.05.a,M,C,False
01.103.05.b,M,C,False
01.103.05.c,M,C,False
01.103.05.d,M,C,False
01.103.06.a,M,C,False
01.103.06.b,M,C,False
01.103.06.c,M,C,False
01.103.06.d,M,C,False
01.103.07.a,M,C,False
01.103.07.b,M,C,False
01.103.07.c,M,C,False
01.103.07.d,MR,C,False
01.103.08.a,M,C,False
01.103.08.b,M,C,False
01.103.08.c,MR,C,False
01.103.08.d,MR,C,False
01.104.01.a,M,A,False
01.104.01.b,M,A,False
01.104.01.c,M,A,False
01.104.01.d,M,A,False
01.104.02.a,M,A,False
01.104.02.b,M,A,False
01.104.02.c,M,A,False
01.104.02.d,M,A,False
01.104.03.a,M,A,False
01.104.03.b,M,A,False
01.104.03.c,M,A,False
01.104.03.d,M,A,False
01.104.04.a,M,A,False
01.104.04.b,M,A,False
01.104.04.c,M,A,False
01.104.04.d,M,A,False
01.104.05.a,M,A,False
01.104.05.b,M,A,False
01.104.05.c,M,A,False
01.104.05.d,M,A,False
01.104.06.a,M,A,False
01.104.06.b,M,A,False
01.104.06.c,M,A,False
01.104.06.d,M,A,False
01.104.07.a,M,A,False
01.104.07.b,M,A,False
01.104.07.c,M,A,False
01.104.07.d,M,A,False
01.104.08.a,M,A,False
01.104.08.b,M,A,False
01.104.08.c,M,A,False
01.104.08.d,M,A,False
01.104.09.a,M,A,False
01.104.09.b,M,A,False
01.104.09.c,M,A,False
01.104.09.d,M,A,False
01.105.01.a,M,C,False
01.105.01.b,M,C,False
01.105.01.c,M,C,False
01.105.01.d,M,C,False
01.105.01.e,M,C,False
01.105.02.a,M,C,False
01.105.02.b,M,C,False
01.105.02.c,M,C,False
01.105.02.d,M,C,False
01.105.02.e,MR,C,False
01.105.03.a,M,C,False
01.105.03.b,M,C,False
01.105.03.c,M,C,False
01.105.03.d,M,C,False
01.105.03.e,MR,C,False
01.105.04.a,M,C,False
01.105.04.b,M,C,False
01.105.04.c,M,C,False
01.105.04.d,M,C,False
01.105.04.e,MR,C,False
01.105.05.a,M,C,False
01.105.05.b,M,C,False
01.105.05.c,M,C,False
01.105.05.d,M,C,False
01.105.05.e,MR,C,False
01.105.06.a,M,C,False
01.105.06.b,M,C,False
01.105.06.c,M,C,False
01.105.06.d,M,C,False
01.105.06.e,MR,C,False
01.105.07.a,M,C,False
01.105.07.b,M,C,False
01.105.07.c,M,C,False
01.105.07.d,M,C,False
01.105.07.e,MR,C,False
01.105.08.a,M,C,False
01.105.08.b,M,C,False
01.105.08.c,M,C,False
01.105.08.d,M,C,False
01.105.08.e,MR,C,False
01.105.09.a,M,C,False
01.105.09.b,M,C,False
01.105.09.c,M,C,False
01.105.09.d,M,C,False
01.105.09.e,MR,C,False
01.105.10.a,M,C,False
01.105.10.b,M,C,False
01.105.10.c,M,C,False
01.105.10.d,M,C,False
01.105.10.e,MR,C,False
01.105.11.a,M,C,False
01.105.11.b,M,C,False
01.105.11.c,M,C,False
01.105.11.d,M,C,False
01.105.11.e,MR,C,False
01.105.12.a,M,C,False
01.105.12.b,M,C,False
01.105.12.c,M,C,False
01.105.12.d,M,C,False
01.105.12.e,MR,C,False
01.105.13.a,M,C,False
01.105.13.b,M,C,False
01.105.13.c,M,C,False
01.105.13.d,M,C,False
01.105.13.e,MR,C,False
01.105.14.a,M,C,False
01.105.14.b,M,C,False
01.105.14.c,M,C,False
01.105.14.d,M,C,False
01.105.14.e,MR,C,False
01.105.15.a,M,C,False
01.105.15.b,M,C,False
01.105.15.c,M,C,False
01.105.15.d,M,C,False
01.105.15.e,MR,C,False
01.105.16.a,M,C,False
01.105.16.b,M,C,False
01.105.16.c,M,C,False
01.105.16.d,M,C,False
01.105.16.e,MR,C,False
01.105.17.a,M,C,False
01.105.17.b,M,C,False
01.105.17.c,M,C,False
01.105.17.d,M,C,False
01.105.17.e,MR,C,False
01.105.18.a,M,C,False
01.105.18.b,M,C,False
01.105.18.c,M,C,False
01.105.18.d,M,C,False
01.105.18.e,MR,C,False
01.105.19.a,M,C,False
01.105.19.b,M,C,False
01.105.19.c,MR,C,False
01.105.19.d,MR,C,False
01.106.01.a,M,C,False
01.106.01.b,M,C,False
01.106.01.c,M,C,False
01.106.01.d,M,C,False
01.106.02.a,M,C,False
01.106.02.b,M,C,False
01.106.02.c,MR,C,False
01.106.02.d,MR,C,False
01.106.03.a,M,C,False
01.106.03.b,M,C,False
01.106.03.c,MR,C,False
01.106.03.d,MR,C,False
01.106.04.a,M,C,False
01.106.04.b,M,C,False
01.106.04.c,MR,C,False
01.106.04.d,MR,C,False
01.106.05.a,M,C,False
01.106.05.b,M,C,False
01.106.05.c,MR,C,False
01.106.05.d,MR,C,False
01.106.06.a,M,C,False
01.106.06.b,M,C,False
01.106.06.c,MR,C,False
01.106.06.d,MR,C,False
01.106.07.a,M,C,False
01.106.07.b,M,C,False
01.106.07.c,MR,C,False
01.106.07.d,MR,C,False
01.107.01.a,M,C,False
01.107.01.b,M,C,False
01.107.01.c,M,C,False
01.107.01.d,M,C,False
01.107.02.a,M,C,False
01.107.02.b,M,C,False
01.107.02.c,M,C,False
01.107.02.d,M,C,False
01.107.03.a,M,C,False
01.107.03.b,M,C,False
01.107.03.c,MR,C,False
01.107.03.d,MR,C,False
01.108.01.a,M,C,False
01.108.01.b,M,C,False
01.108.01.c,M,C,False
01.108.01.d,M,C,False
01.108.02.a,M,C,False
01.108.02.b,M,C,False
01.108.02.c,M,C,False
01.108.02.d,M,C,False
01.108.03.a,M,C,False
01.108.03.b,M,C,False
01.108.03.c,M,C,False
01.108.03.d,M,C,False
01.108.04.a,M,C,False
01.108.04.b,M,C,False
01.108.04.c,M,C,False
01.108.04.d,M,C,False
01.108.05.a,M,C,False
01.108.05.b,M,C,False
01.108.05.c,M,C,False
01.108.05.d,M,C,False
01.108.06.a,M,C,False
01.108.06.b,M,C,False
01.108.06.c,M,C,False
01.108.06.d,MR,C,False
01.108.07.a,M,C,False
01.108.07.b,M,C,False
01.108.07.c,M,C,False
01.108.07.d,MR,C,False
01.108.08.a,M,C,False
01.108.08.b,M,C,False
01.108.08.c,MR,C,False
01.108.08.d,MR,C,False
01.108.09.a,M,C,False
01.108.09.b,M,C,False
01.108.09.c,MR,C,False
01.108.09.d,MR,C,False
01.108.10.a,M,C,False
01.108.10.b,M,C,False
01.108.10.c,MR,C,False
01.108.10.d,MR,C,False
01.108.11.a,M,C,False
01.108.11.b,M,C,False
01.108.11.c,MR,C,False
01.108.11.d,MR,C,False
01.108.12.a,M,C,False
01.108.12.b,M,C,False
01.108.12.c,MR,C,False
01.108.12.d,MR,C,False
01.108.13.a,M,C,False
01.108.13.b,M,C,False
01.108.13.c,MR,C,False
01.108.13.d,MR,C,False
01.109.01.a,M,C,False
01.109.01.b,M,C,False
01.109.01.c,M,C,False
01.109.01.d,M,C,False
01.109.02.a,M,C,False
01.109.02.b,M,C,False
01.109.02.c,M,C,False
01.109.02.d,M,C,False
01.109.03.a,M,C,False
01.109.03.b,M,C,False
01.109.03.c,M,C,False
01.109.03.d,M,C,False
01.109.04.a,M,C,False
01.109.04.b,M,C,False
01.109.04.c,M,C,False
01.109.04.d,M,C,False
01.109.05.a,M,C,False
01.109.05.b,M,C,False
01.109.05.c,M,C,False
01.109.05.d,M,C,False
01.109.06.a,M,C,False
01.109.06.b,M,C,False
01.109.06.c,M,C,False
01.109.06.d,M,C,False
01.109.07.a,M,C,False
01.109.07.b,M,C,False
01.109.07.c,M,C,False
01.109.07.d,M,C,False
01.109.08.a,M,C,False
01.109.08.b,M,C,False
01.109.08.c,MR,C,False
01.109.08.d,MR,C,False
01.110.01.a,M,C,False
01.110.01.b,M,C,False
01.110.01.c,M,C,False
01.110.01.d,M,C,False
01.110.02.a,M,C,False
01.110.02.b,M,C,False
01.110.02.c,M,C,False
01.110.02.d,M,C,False
01.110.03.a,M,C,False
01.110.03.b,M,C,False
01.110.03.c,M,C,False
01.110.03.d,M,C,False
01.110.04.a,M,C,False
01.110.04.b,M,C,False
01.110.04.c,M,C,False
01.110.04.d,M,C,False
01.110.05.a,M,C,False
01.110.05.b,M,C,False
01.110.05.c,M,C,False
01.110.05.d,M,C,False
01.110.06.a,M,C,False
01.110.06.b,M,C,False
01.110.06.c,M,C,False
01.110.06.d,M,C,False
01.110.07.a,M,C,False
01.110.07.b,M,C,False
01.110.07.c,M,C,False
01.110.07.d,M,C,False
01.110.08.a,M,C,False
01.110.08.b,M,C,False
01.110.08.c,M,C,False
01.110.08.d,M,C,False
01.110.09.a,M,C,False
01.110.09.b,M,C,False
01.110.09.c,MR,C,False
01.110.09.d,MR,C,False
01.111.01.a,M,C,False
01.111.01.b,M,C,False
01.111.01.c,M,C,False
01.111.01.d,M,C,False
01.111.02.a,M,C,False
01.111.02.b,M,C,False
01.111.02.c,M,C,False
01.111.02.d,M,C,False
01.111.03.a,M,C,False
01.111.03.b,M,C,False
01.111.03.c,M,C,False
01.111.03.d,M,C,False
01.111.04.a,M,C,False
01.111.04.b,M,C,False
01.111.04.c,M,C,False
01.111.04.d,M,C,False
01.111.05.a,M,C,False
01.111.05.b,M,C,False
01.111.05.c,MR,C,False
01.111.05.d,MR,C,False
01.112.01.a,M,C,False
01.112.01.b,M,C,False
01.112.01.c,M,C,False
01.112.01.d,M,C,False
01.112.02.a,M,C,False
01.112.02.b,M,C,False
01.112.02.c,M,C,False
01.112.02.d,MR,C,False
01.112.03.a,M,C,False
01.112.03.b,M,C,False
01.112.03.c,M,C,False
01.112.03.d,MR,C,False
01.112.04.a,M,C,False
01.112.04.b,M,C,False
01.112.04.c,M,C,False
01.112.04.d,MR,C,False
01.112.05.a,M,C,False
01.112.05.b,M,C,False
01.112.05.c,M,C,False
01.112.05.d,MR,C,False
01.112.06.a,M,C,False
01.112.06.b,M,C,False
01.112.06.c,M,C,False
01.112.06.d,MR,C,False
01.112.07.a,M,C,False
01.112.07.b,M,C,False
01.112.07.c,M,C,False
01.112.07.d,MR,C,False
01.112.08.a,M,C,False
01.112.08.b,M,C,False
01.112.08.c,M,C,False
01.112.08.d,MR,C,False
01.112.09.a,M,C,False
01.112.09.b,M,C,False
01.112.09.c,M,C,False
01.112.09.d,MR,C,False
01.112.10.a,M,C,False
01.112.10.b,M,C,False
01.112.10.c,M,C,False
01.112.10.d,MR,C,False
01.112.11.a,M,C,False
01.112.11.b,M,C,False
01.112.11.c,M,C,False
01.112.11.d,MR,C,False
01.112.12.a,M,C,False
01.112.12.b,M,C,False
01.112.12.c,M,C,False
01.112.12.d,MR,C,False
01.112.13.a,M,C,False
01.112.13.b,M,C,False
01.112.13.c,M,C,False
01.112.13.d,MR,C,False
01.112.14.a,M,C,False
01.112.14.b,M,C,False
01.112.14.c,M,C,False
01.112.14.d,MR,C,False
01.112.15.a,M,C,False
01.112.15.b,M,C,False
01.112.15.c,M,C,False
01.112.15.d,MR,C,False
01.112.16.a,M,C,False
01.112.16.b,M,C,False
01.112.16.c,M,C,False
01.112.16.d,MR,C,False
01.112.17.a,M,C,False
01.112.17.b,M,C,False
01.112.17.c,M,C,False
01.112.17.d,MR,C,False
01.112.18.a,M,C,False
01.112.18.b,M,C,False
01.112.18.c,M,C,False
01.112.18.d,MR,C,False
01.112.19.a,M,C,False
01.112.19.b,M,C,False
01.112.19.c,M,C,False
01.112.19.d,MR,C,False
01.112.20.a,M,C,False
01.112.20.b,M,C,False
01.112.20.c,M,C,False
01.112.20.d,MR,C,False
01.112.21.a,M,C,False
01.112.21.b,M,C,False
01.112.21.c,M,C,False
01.112.21.d,MR,C,False
01.112.22.a,M,C,False
01.112.22.b,M,C,False
01.112.22.c,M,C,False
01.112.22.d,MR,C,False
01.112.23.a,M,C,False
01.112.23.b,M,C,False
01.112.23.c,M,C,False
01.112.23.d,MR,C,False
01.112.24.a,M,C,False
01.112.24.b,M,C,False
01.112.24.c,M,C,False
01.112.24.d,MR,C,False
01.112.25.a,M,C,False
01.112.25.b,M,C,False
01.112.25.c,MR,C,False
01.112.25.d,MR,C,False
01.113.01.a,M,C,False
01.113.01.b,M,C,False
01.113.01.c,M,C,False
01.113.01.d,M,C,False
01.113.02.a,M,C,False
01.113.02.b,M,C,False
01.113.02.c,M,C,False
01.113.02.d,M,C,False
01.113.03.a,M,C,False
01.113.03.b,M,C,False
01.113.03.c,M,C,False
01.113.03.d,M,C,False
01.113.04.a,MR,C,False
01.113.04.b,M,C,False
01.113.04.c,M,C,False
01.113.04.d,M,C,False
01.113.05.a,M,C,False
01.113.05.b,M,C,False
01.113.05.c,M,C,False
01.113.05.d,MR,C,False
01.113.06.a,M,C,False
01.113.06.b,M,C,False
01.113.06.c,M,C,False
01.113.06.d,MR,C,False
01.113.07.a,M,C,False
01.113.07.b,M,C,False
01.113.07.c,M,C,False
01.113.07.d,M,C,False
01.113.08.a,M,C,False
01.113.08.b,M,C,False
01.113.08.c,M,C,False
01.113.08.d,M,C,False
01.113.09.a,M,C,False
01.113.09.b,M,C,False
01.113.09.c,M,C,False
01.113.09.d,M,C,False
01.113.10.a,M,C,False
01.113.10.b,M,C,False
01.113.10.c,M,C,False
01.113.10.d,M,C,False
01.113.11.a,M,C,False
01.113.11.b,M,C,False
01.113.11.c,M,C,False
01.113.11.d,M,C,False
01.113.12.a,M,C,False
01.113.12.b,M,C,False
01.113.12.c,M,C,False
01.113.12.d,M,C,False
01.113.13.a,M,C,False
01.113.13.b,M,C,False
01.113.13.c,M,C,False
01.113.13.d,M,C,False
01.113.14.a,M,C,False
01.113.14.b,M,C,False
01.113.14.c,M,C,False
01.113.14.d,M,C,False
01.113.15.a,M,C,False
01.113.15.b,M,C,False
01.113.15.c,M,C,False
01.113.15.d,M,C,False
01.113.16.a,M,C,False
01.113.16.b,M,C,False
01.113.16.c,M,C,False
01.113.16.d,M,C,False
01.113.17.a,M,C,False
01.113.17.b,M,C,False
01.113.17.c,M,C,False
01.113.17.d,M,C,False
01.113.18.a,M,C,False
01.113.18.b,M,C,False
01.113.18.c,M,C,False
01.113.18.d,M,C,False
01.113.19.a,M,C,False
01.113.19.b,M,C,False
01.113.19.c,M,C,False
01.113.19.d,M,C,False
01.113.20.a,M,C,False
01.113.20.b,M,C,False
01.113.20.c,MR,C,False
01.113.20.d,MR,C,False
01.114.01.a,M,C,False
01.114.01.b,M,C,False
01.114.01.c,M,C,False
01.114.01.d,M,C,False
01.114.02.a,M,C,False
01.114.02.b,M,C,False
01.114.02.c,M,C,False
01.114.02.d,M,C,False
01.114.03.a,M,C,False
01.114.03.b,M,C,False
01.114.03.c,M,C,False
01.114.03.d,M,C,False
01.114.04.a,M,C,False
01.114.04.b,M,C,False
01.114.04.c,M,C,False
01.114.04.d,M,C,False
01.114.05.a,M,C,False
01.114.05.b,M,C,False
01.114.05.c,M,C,False
01.114.05.d,M,C,False
01.114.06.a,M,C,False
01.114.06.b,M,C,False
01.114.06.c,M,C,False
01.114.06.d,M,C,False
01.114.07.a,M,C,False
01.114.07.b,M,C,False
01.114.07.c,M,C,False
01.114.07.d,M,C,False
01.114.08.a,M,C,False
01.114.08.b,M,C,False
01.114.08.c,M,C,False
01.114.08.d,M,C,False
01.114.09.a,M,C,False
01.114.09.b,M,C,False
01.114.09.c,M,C,False
01.114.09.d,M,C,False
01.114.10.a,M,C,False
01.114.10.b,M,C,False
01.114.10.c,M,C,False
01.114.10.d,M,C,False
01.114.11.a,M,C,False
01.114.11.b,M,C,False
01.114.11.c,MR,C,False
01.114.11.d,MR,C,False
01.115.01.a,D,C,False
01.115.01.b,D,C,False
01.115.01.c,D,C,False
01.115.01.d,D,C,False
01.115.02.a,D,C,False
01.115.02.b,D,C,False
01.115.02.c,D,C,False
01.115.02.d,D,C,False
01.115.03.a,D,C,False
01.115.03.b,D,C,False
01.115.03.c,D,C,False
01.115.03.d,D,C,False
01.115.04.a,D,C,False
01.115.04.b,D,C,False
01.115.04.c,D,C,False
01.115.04.d,D,C,False
01.115.05.a,D,C,False
01.115.05.b,D,C,False
01.115.05.c,D,C,False
01.115.05.d,D,C,False
01.115.06.a,D,C,False
01.115.06.b,D,C,False
01.115.06.c,DR,C,False
01.115.06.d,DR,C,False
01.116.01.a,M,N,False
01.116.01.b,M,N,False
01.116.01.c,M,N,False
01.116.01.d,M,N,False
01.116.02.a,M,N,False
01.116.02.b,M,N,False
01.116.02.c,M,N,False
01.116.02.d,M,N,False
01.116.03.a,M,N,False
01.116.03.b,M,N,False
01.116.03.c,M,N,False
01.116.03.d,M,N,False
01.116.04.a,M,N,False
01.116.04.b,M,N,False
01.116.04.c,M,N,False
01.116.04.d,M,N,False
01.116.05.a,M,N,False
01.116.05.b,M,N,False
01.116.05.c,M,N,False
01.116.05.d,M,N,False
01.116.06.a,M,N,False
01.116.06.b,M,N,False
01.116.06.c,M,N,False
01.116.06.d,M,N,False
01.116.07.a,M,N,False
01.116.07.b,M,N,False
01.116.07.c,M,N,False
01.116.07.d,M,N,False
01.116.08.a,M,N,False
01.116.08.b,M,N,False
01.116.08.c,M,N,False
01.116.08.d,M,N,False
01.116.09.a,M,N,False
01.116.09.b,M,N,False
01.116.09.c,M,N,False
01.116.09.d,M,N,False
01.116.10.a,M,N,False
01.116.10.b,M,N,False
01.116.10.c,M,N,False
01.116.10.d,M,N,False
01.116.11.a,M,N,False
01.116.11.b,M,N,False
01.116.11.c,M,N,False
01.116.11.d,M,N,False
01.116.12.a,M,N,False
01.116.12.b,M,N,False
01.116.12.c,M,N,False
01.116.12.d,M,N,False
01.116.13.a,M,N,False
01.116.13.b,M,N,False
01.116.13.c,M,N,False
