line_no,labels,strata,strata_based_on_meter_only
09.100.03.a,M,A,False
09.100.03.b,M,A,False
09.100.03.c,M,A,False
09.100.03.d,M,A,False
09.100.04.a,M,A,False
09.100.04.b,M,A,False
09.100.04.c,M,A,False
09.100.04.d,M,A,False
09.100.05.a,M,A,False
09.100.05.b,MR,A,False
09.100.05.c,MR,A,False
09.100.05.d,M,A,False
09.100.06.a,M,A,False
09.100.06.b,M,A,False
09.100.06.c,M,A,False
09.100.06.d,M,A,False
09.100.07.a,M,A,False
09.100.07.b,M,A,False
09.100.07.c,M,A,False
09.100.07.d,MR,A,False
09.100.08.a,MR,A,False
09.100.08.b,M,A,False
09.100.08.c,MR,A,False
09.100.08.d,MR,A,False
09.100.09.a,M,A,False
09.100.09.b,M,A,False
09.100.09.c,M,A,False
09.100.09.d,M,A,False
09.101.01.a,M,A,False
09.101.01.b,M,A,False
09.101.01.c,M,A,False
09.101.01.d,M,A,False
09.101.02.a,M,A,False
09.101.02.b,M,A,False
09.101.02.c,M,A,False
09.101.03.a,M,A,False
09.101.03.b,M,A,False
09.101.03.c,M,A,False
09.101.04.a,M,A,False
09.101.04.b,M,A,False
09.101.04.c,M,A,False
09.101.04.d,M,A,False
09.101.05.a,M,A,False
09.101.05.b,M,A,False
09.101.05.c,M,A,False
09.101.05.d,MR,A,False
09.101.06.a,M,A,False
09.101.06.b,M,A,False
09.101.06.c,M,A,False
09.101.06.d,M,A,False
09.101.07.a,M,A,False
09.101.07.b,MR,A,False
09.101.07.c,M,A,False
09.101.07.d,M,A,False
09.101.08.a,M,A,False
09.101.08.b,M,A,False
09.101.08.c,M,A,False
09.101.08.d,MR,A,False
09.101.09.a,M,A,False
09.101.09.b,M,A,False
09.101.09.c,MR,A,False
09.101.09.d,M,A,False
09.101.10.a,M,A,False
09.101.10.b,M,A,False
09.101.10.c,M,A,False
09.101.10.d,M,A,False
09.101.11.a,M,A,False
09.101.11.b,M,A,False
09.101.11.c,M,A,False
09.101.11.d,M,A,False
09.101.12.a,MR,A,False
09.101.12.b,MR,A,False
09.101.12.c,M,A,False
09.101.12.d,M,A,False
09.101.13.a,M,A,False
09.101.13.b,M,A,False
09.101.13.c,M,A,False
09.101.13.d,M,A,False
09.101.14.a,M,A,False
09.101.14.b,M,A,False
09.101.14.c,M,A,False
09.101.14.d,M,A,False
09.101.15.a,M,A,False
09.101.15.b,M,A,False
09.101.15.c,M,A,False
09.101.15.d,M,A,False
09.101.16.a,M,A,False
09.101.16.b,M,A,False
09.101.16.c,M,A,False
09.101.16.d,M,A,False
09.102.01.a,M,A,False
09.102.01.b,M,A,False
09.102.01.c,MS,A,False
09.102.01.d,MSR,A,False
09.102.02.a,M,A,False
09.102.02.b,M,A,False
09.102.02.c,MS,A,False
09.102.02.d,MS,A,False
09.102.03.a,M,A,False
09.102.03.b,M,A,False
09.102.03.c,MS,A,False
09.102.03.d,MS,A,False
09.102.04.a,M,A,False
09.102.04.b,M,A,False
09.102.04.c,MS,A,False
09.102.04.d,MS,A,False
09.102.05.a,M,A,False
09.102.05.b,MR,A,False
09.102.05.c,MS,A,False
09.102.05.d,MSR,A,False
09.102.06.a,M,A,False
09.102.06.b,M,A,False
09.102.06.c,MS,A,False
09.102.06.d,MS,A,False
09.102.07.a,M,A,False
09.102.07.b,MR,A,False
09.102.07.c,MS,A,False
09.102.07.d,MS,A,False
09.102.08.a,M,A,False
09.102.08.b,M,A,False
09.102.08.c,MSR,A,False
09.102.08.d,MSR,A,False
09.103.01.a,M,A,False
09.103.01.b,M,A,False
09.103.01.c,M,A,False
09.103.02.a,M,A,False
09.103.02.b,M,A,False
09.103.02.c,M,A,False
09.103.03.a,M,A,False
09.103.03.b,M,A,False
09.103.03.c,M,A,False
09.103.04.a,M,A,False
09.103.04.b,M,A,False
09.103.04.c,M,A,False
09.103.05.a,M,A,False
09.103.05.b,M,A,False
09.103.05.c,M,A,False
09.103.06.a,M,A,False
09.103.06.b,MR,A,False
09.103.06.c,M,A,False
09.104.01.a,MR,A,False
09.104.01.b,M,A,False
09.104.01.c,M,A,False
09.104.02.a,M,A,False
09.104.02.b,M,A,False
09.104.02.c,M,A,False
09.104.03.a,M,A,False
09.104.03.b,M,A,False
09.104.03.c,M,A,False
09.104.04.a,M,A,False
09.104.04.b,M,A,False
09.104.04.c,M,A,False
09.104.05.a,M,A,False
09.104.05.b,M,A,False
09.104.05.c,M,A,False
09.104.06.a,M,A,False
09.104.06.b,M,A,False
09.104.06.c,M,A,False
09.105.01.a,M,A,False
09.105.01.b,M,A,False
09.105.01.c,M,A,False
09.105.02.a,M,A,False
09.105.02.b,M,A,False
09.105.02.c,M,A,False
09.105.03.a,M,A,False
09.105.03.b,M,A,False
09.105.03.c,M,A,False
09.105.04.a,M,A,False
09.105.04.b,M,A,False
09.105.04.c,M,A,False
09.105.05.a,M,A,False
09.105.05.b,M,A,False
09.105.05.c,M,A,False
09.105.06.a,M,A,False
09.105.06.b,M,A,False
09.105.06.c,M,A,False
09.106.01.a,M,A,False
09.106.01.b,M,A,False
09.106.01.c,MS,A,False
09.106.01.d,MS,A,False
09.106.02.a,M,A,False
09.106.02.b,MR,A,False
09.106.02.c,MS,A,False
09.106.02.d,MSR,A,False
09.106.03.a,MR,A,False
09.106.03.b,M,A,False
09.106.03.c,MS,A,False
09.106.03.d,MSR,A,False
09.106.04.a,M,A,False
09.106.04.b,MR,A,False
09.106.04.c,MS,A,False
09.106.04.d,MSR,A,False
09.106.05.a,M,A,False
09.106.05.b,MR,A,False
09.106.05.c,MS,A,False
09.106.05.d,MS,A,False
09.106.06.a,MR,A,False
09.106.06.b,MR,A,False
09.106.06.c,MS,A,False
09.106.06.d,MS,A,False
09.106.07.a,M,A,False
09.106.07.b,MR,A,False
09.106.07.c,M,A,False
09.106.08.a,M,A,False
09.106.08.b,M,A,False
09.106.08.c,M,A,False
09.106.09.a,M,A,False
09.106.09.b,M,A,False
09.106.09.c,M,A,False
09.106.10.a,M,A,False
09.106.10.b,MR,A,False
09.106.10.c,M,A,False
09.106.11.a,M,A,False
09.106.11.b,MR,A,False
09.106.11.c,M,A,False
09.106.12.a,M,A,False
09.106.12.b,M,A,False
09.106.12.c,M,A,False
09.106.13.a,MR,A,False
09.106.13.b,M,A,False
09.106.13.c,M,A,False
09.106.14.a,M,A,False
09.106.14.b,M,A,False
09.106.14.c,M,A,False
09.107.01.a,M,S,False
09.107.01.b,M,S,False
09.107.01.c,M,S,False
09.107.01.d,M,S,False
09.107.02.a,M,S,False
09.107.02.b,M,S,False
09.107.02.c,M,S,False
09.107.02.d,M,S,False
09.107.03.a,M,S,False
09.107.03.b,M,S,False
09.107.04.a,MR,S,False
09.107.04.b,M,S,False
09.107.04.c,M,S,False
09.107.04.d,MR,S,False
09.107.05.a,M,S,False
09.107.05.b,M,S,False
09.107.05.c,M,S,False
09.107.05.d,M,S,False
09.107.06.a,M,S,False
09.107.06.b,MR,S,False
09.107.06.c,M,S,False
09.107.06.d,M,S,False
09.107.07.a,M,S,False
09.107.07.b,M,S,False
09.107.07.c,M,S,False
09.107.07.d,MR,S,False
09.107.08.a,M,S,False
09.107.08.b,M,S,False
09.107.08.c,M,S,False
09.107.08.d,M,S,False
09.107.09.a,M,S,False
09.107.09.b,M,S,False
09.107.09.c,M,S,False
09.107.09.d,M,S,False
09.107.10.a,M,S,False
09.107.10.b,MR,S,False
09.107.10.c,M,S,False
09.107.10.d,M,S,False
09.107.11.a,M,S,False
09.107.11.b,MR,S,False
09.107.11.c,M,S,False
09.107.11.d,M,S,False
09.107.12.a,M,S,False
09.107.12.b,M,S,False
09.107.12.c,M,S,False
09.107.12.d,MR,S,False
09.107.13.a,M,S,False
09.107.13.b,M,S,False
09.107.13.c,M,S,False
09.107.13.d,M,S,False
09.107.14.a,MR,S,False
09.107.14.b,MR,S,False
09.107.14.c,M,S,False
09.107.14.d,MR,S,False
09.107.15.a,M,S,False
09.107.15.b,M,S,False
09.107.15.c,M,S,False
09.107.15.d,M,S,False
09.107.16.a,M,S,False
09.107.16.b,M,S,False
09.107.17.a,MR,S,False
09.107.17.b,M,S,False
09.107.17.c,M,S,False
09.107.17.d,MR,S,False
09.107.18.a,M,S,False
09.107.18.b,M,S,False
09.107.18.c,M,S,False
09.107.18.d,M,S,False
09.107.19.a,M,S,False
09.107.19.b,M,S,False
09.107.19.c,M,S,False
09.107.19.d,M,S,False
09.107.20.a,M,S,False
09.107.20.b,M,S,False
09.107.20.c,M,S,False
09.107.20.d,M,S,False
09.107.21.a,M,S,False
09.107.21.b,M,S,False
09.107.21.c,M,S,False
09.107.21.d,M,S,False
09.107.22.a,M,S,False
09.107.22.b,M,S,False
09.107.22.c,M,S,False
09.107.22.d,M,S,False
09.107.23.a,MR,S,False
09.107.23.b,MR,S,False
09.107.23.c,M,S,False
09.107.23.d,M,S,False
09.107.24.a,MR,S,False
09.107.24.b,M,S,False
09.107.24.c,M,S,False
09.107.24.d,M,S,False
09.107.25.a,MR,S,False
09.107.25.b,M,S,False
09.107.25.c,M,S,False
09.107.25.d,M,S,False
09.107.26.a,M,S,False
09.107.26.b,MR,S,False
09.107.26.c,M,S,False
09.107.26.d,MR,S,False
09.108.01.a,MR,A,False
09.108.01.b,M,A,False
09.108.01.c,M,A,False
09.108.02.a,M,A,False
09.108.02.b,M,A,False
09.108.02.c,M,A,False
09.108.02.d,M,A,False
09.108.03.a,M,A,False
09.108.03.b,M,A,False
09.108.03.c,M,A,False
09.108.04.a,M,A,False
09.108.04.b,M,A,False
09.108.04.c,M,A,False
09.108.04.d,M,A,False
09.108.05.a,M,A,False
09.108.05.b,M,A,False
09.108.05.c,M,A,False
09.108.06.a,M,A,False
09.108.06.b,M,A,False
09.108.06.c,M,A,False
09.108.06.d,M,A,False
09.108.07.a,M,A,False
09.108.07.b,M,A,False
09.108.07.c,M,A,False
09.108.08.a,M,A,False
09.108.08.b,M,A,False
09.108.08.c,M,A,False
09.108.08.d,MR,A,False
09.108.09.a,M,A,False
09.108.09.b,M,A,False
09.108.09.c,M,A,False
09.108.10.a,M,A,False
09.108.10.b,M,A,False
09.108.10.c,M,A,False
09.108.10.d,M,A,False
09.108.11.a,M,A,False
09.108.11.b,M,A,False
09.108.11.c,M,A,False
09.108.12.a,M,A,False
09.108.12.b,M,A,False
09.108.12.c,M,A,False
09.108.12.d,M,A,False
09.108.13.a,M,A,False
09.108.13.b,M,A,False
09.108.13.c,M,A,False
09.108.14.a,M,A,False
09.108.14.b,M,A,False
09.108.14.c,M,A,False
09.108.14.d,M,A,False
09.108.15.a,MR,A,False
09.108.15.b,M,A,False
09.108.15.c,MR,A,False
09.108.16.a,MR,A,False
09.108.16.b,MR,A,False
09.108.16.c,MR,A,False
09.108.16.d,M,A,False
09.109.01.a,M5,S,False
09.109.01.b,M5,S,False
09.109.02.a,M5,S,False
09.109.02.b,M5,S,False
09.109.03.a,M5,S,False
09.109.03.b,M5,S,False
09.109.04.a,M5,S,False
09.109.04.b,M5,S,False
09.109.05.a,M5,S,False
09.109.05.b,M5,S,False
09.109.06.a,M5,S,False
09.109.06.b,M5,S,False
09.109.07.a,M5,S,False
09.109.07.b,M5,S,False
09.109.08.a,M5,S,False
09.109.08.b,M5,S,False
09.109.09.a,M5,S,False
09.109.09.b,M5,S,False
09.109.10.a,M5,S,False
09.109.10.b,M5,S,False
09.109.11.a,M5,S,False
09.109.11.b,M5,S,False
09.109.12.a,M5,S,False
09.109.12.b,M5,S,False
09.109.13.a,M5,S,False
09.109.13.b,M5,S,False
09.109.14.a,M5,S,False
09.109.14.b,M5,S,False
09.109.15.a,M5,S,False
09.109.15.b,M5,S,False
09.109.16.a,M5,S,False
09.109.16.b,M5,S,False
09.109.17.a,M5,S,False
09.109.17.b,M5,S,False
09.109.18.a,M5,S,False
09.109.18.b,M5,S,False
09.109.19.a,M5,S,False
09.109.19.b,M5,S,False
09.109.20.a,M5,S,False
09.109.20.b,M5,S,False
09.109.21.a,M5,S,False
09.109.21.b,M5,S,False
09.109.22.a,MS,S,False
09.109.22.b,MS,S,False
09.109.22.c,MS,S,False
09.110.01.a,M,S,False
09.110.01.b,M,S,False
09.110.01.c,M,S,False
09.110.02.a,M,S,False
09.110.02.b,M,S,False
09.110.02.c,M,S,False
09.110.03.a,M,S,False
09.110.03.b,M,S,False
09.110.03.c,M,S,False
09.110.04.a,M,S,False
09.110.04.b,M,S,False
09.110.04.c,M,S,False
09.110.05.a,M,S,False
09.110.05.b,M,S,False
09.110.05.c,M,S,False
09.110.06.a,M,S,False
09.110.06.b,M,S,False
09.110.06.c,M,S,False
09.110.07.a,M,S,False
09.110.07.b,M,S,False
09.110.07.c,M,S,False
09.110.08.a,M,S,False
09.110.08.b,M,S,False
09.110.08.c,M,S,False
09.110.09.a,M,S,False
09.110.09.b,M,S,False
09.110.09.c,M,S,False
09.110.10.a,M,S,False
09.110.10.b,M,S,False
09.110.10.c,MR,S,False
09.110.11.a,M,S,False
09.110.11.b,M,S,False
09.110.11.c,M,S,False
09.110.12.a,M,S,False
09.110.12.b,M,S,False
09.110.12.c,M,S,False
09.111.01.a,M,A,False
09.111.01.b,M,A,False
09.111.01.c,M,A,False
09.111.01.d,M,A,False
09.111.01.e,M,A,False
09.111.01.f,M,A,False
09.111.01.g,M,A,False
09.111.02.a,M,A,False
09.111.02.b,M,A,False
09.111.02.c,M,A,False
09.111.02.d,M,A,False
09.111.02.e,M,A,False
09.111.02.f,M,A,False
09.111.02.g,M,A,False
09.111.03.a,M,A,False
09.111.03.b,M,A,False
09.111.03.c,M,A,False
09.111.03.d,M,A,False
09.111.03.e,M,A,False
09.111.03.f,M,A,False
09.111.03.g,M,A,False
09.112.01.a,PE1,P,False
09.112.01.b,PE1,P,False
09.112.01.c,PE1,P,False
09.112.01.d,PE1,P,False
09.112.01.e,PE1R,P,False
09.112.02.a,PE1,P,False
09.112.02.b,PE1,P,False
09.112.02.c,PE1,P,False
09.112.02.d,PE1,P,False
09.112.02.e,PE1R,P,False
09.112.03.a,PE1,P,False
09.112.03.b,PE1,P,False
09.112.03.c,PE1,P,False
09.112.03.d,PE1,P,False
09.112.03.e,PE1R,P,False
09.112.04.a,PE1,P,False
09.112.04.b,PE1,P,False
09.112.04.c,PE1,P,False
09.112.04.d,PE1,P,False
09.112.04.e,PE1R,P,False
09.113.01.a,PE1,P,False
09.113.01.b,PE1,P,False
09.113.01.c,PE1,P,False
09.113.01.d,PE1,P,False
09.113.01.e,PE1R,P,False
09.113.02.a,PE1,P,False
09.113.02.b,PE1,P,False
09.113.02.c,PE1,P,False
09.113.02.d,PE1,P,False
09.113.02.e,PE1R,P,False
09.113.03.a,PE1,P,False
09.113.03.b,PE1,P,False
09.113.03.c,PE1,P,False
09.113.03.d,PE1,P,False
09.113.03.e,PE1R,P,False
09.113.04.a,PE1,P,False
09.113.04.b,PE1,P,False
09.113.04.c,PE1,P,False
09.113.04.d,PE1,P,False
09.113.04.e,PE1R,P,False
09.113.05.a,PE1,P,False
09.113.05.b,PE1,P,False
09.113.05.c,PE1,P,False
09.113.05.d,PE1,P,False
09.113.05.e,PE1R,P,False
09.113.06.a,PE1,P,False
09.113.06.b,PE1,P,False
09.113.06.c,PE1,P,False
09.113.06.d,PE1,P,False
09.113.06.e,PE1R,P,False
09.113.07.a,PE1,P,False
09.113.07.b,PE1,P,False
09.113.07.c,PE1,P,False
09.113.07.d,PE1,P,False
09.113.07.e,PE1R,P,False
09.113.08.a,PE1,P,False
09.113.08.b,PE1,P,False
09.113.08.c,PE1,P,False
09.113.08.d,PE1,P,False
09.113.08.e,PE1R,P,False
09.113.09.a,PE1,P,False
09.113.09.b,PE1,P,False
09.113.09.c,PE1,P,False
09.113.09.d,PE1R,P,False
09.113.09.e,PE1R,P,False
09.113.10.a,PE1,P,False
09.113.10.b,PE1,P,False
09.113.10.c,PE1,P,False
09.113.10.d,PE1R,P,False
09.113.10.e,PE1R,P,False
09.113.11.a,PE1,P,False
09.113.11.b,PE1,P,False
09.113.11.c,PE1,P,False
09.113.11.d,PE1R,P,False
09.113.11.e,PE1R,P,False
09.114.01.a,PE1,P,False
09.114.01.b,PE1,P,False
09.114.01.c,PE1,P,False
09.114.01.d,PE1,P,False
09.114.01.e,PE1R,P,False
09.114.02.a,PE1,P,False
09.114.02.b,PE1,P,False
09.114.02.c,PE1,P,False
09.114.02.d,PE1,P,False
09.114.02.e,PE1R,P,False
09.114.03.a,PE1,P,False
09.114.03.b,PE1,P,False
09.114.03.c,PE1,P,False
09.114.03.d,PE1,P,False
09.114.03.e,PE1R,P,False
09.114.04.a,PE1,P,False
09.114.04.b,PE1,P,False
09.114.04.c,PE1,P,False
09.114.04.d,PE1,P,False
09.114.04.e,PE1R,P,False
10.001.01.a,M,S,False
10.001.01.b,M,S,False
10.001.01.c,M,S,False
10.001.01.d,M5,S,False
10.001.02.a,M,S,False
10.001.02.b,M,S,False
10.001.02.c,M,S,False
10.001.02.d,M,S,False
10.001.03.a,M,S,False
10.001.03.b,M,S,False
10.001.03.c,M,S,False
10.001.03.d,M,S,False
10.001.04.a,M,S,False
10.001.04.b,M,S,False
10.001.04.c,M,S,False
10.001.04.d,M,S,False
10.001.05.a,M,S,False
10.001.05.b,M,S,False
10.001.05.c,M,S,False
10.001.05.d,M,S,False
10.001.06.a,M,S,False
10.001.06.b,M5,S,False
10.001.06.c,M5,S,False
10.001.06.d,M,S,False
10.001.07.a,M,S,False
10.001.07.b,M,S,False
10.001.07.c,M,S,False
10.001.07.d,M,S,False
10.002.01.a,M,C,False
10.002.01.b,M,C,False
10.002.01.c,M,C,False
10.002.01.d,M,C,False
10.002.02.a,M,C,False
10.002.02.b,M,C,False
10.002.02.c,M,C,False
10.002.02.d,MR,C,False
10.002.03.a,M,C,False
10.002.03.b,M,C,False
10.002.03.c,M,C,False
10.002.03.d,M,C,False
10.002.04.a,M,C,False
10.002.04.b,M,C,False
10.002.04.c,M,C,False
10.002.04.d,M,C,False
10.002.05.a,M,C,False
10.002.05.b,M,C,False
10.002.05.c,M,C,False
10.002.05.d,M,C,False
10.002.06.a,M,C,False
10.002.06.b,M,C,False
10.002.06.c,M,C,False
10.002.06.d,M,C,False
10.002.07.a,M,C,False
10.002.07.b,M,C,False
10.002.07.c,M,C,False
10.002.07.d,M,C,False
10.003.01.a,M,S,False
10.003.01.b,M,S,False
10.003.01.c,M,S,False
10.003.01.d,M,S,False
10.003.02.a,M,S,False
10.003.02.b,M,S,False
10.003.02.c,M,S,False
10.003.02.d,M,S,False
10.003.03.a,M,S,False
10.003.03.b,M,S,False
10.003.03.c,M,S,False
10.003.03.d,M,S,False
10.003.04.a,M,S,False
10.003.04.b,M,S,False
10.003.04.c,M,S,False
10.003.04.d,M,S,False
10.003.05.a,M,S,False
10.003.05.b,M,S,False
10.003.05.c,M,S,False
10.003.05.d,M,S,False
10.003.06.a,M,S,False
10.003.06.b,M,S,False
10.003.06.c,M,S,False
10.003.06.d,M,S,False
10.003.07.a,M,S,False
10.003.07.b,M,S,False
10.003.07.c,M,S,False
10.003.07.d,M,S,False
10.004.01.a,M,C,False
10.004.01.b,M,C,False
10.004.01.c,M,C,False
10.004.01.d,M,C,False
10.004.02.a,M,C,False
10.004.02.b,M,C,False
10.004.02.c,M,C,False
10.004.02.d,M,C,False
10.004.03.a,M,C,False
10.004.03.b,M,C,False
10.004.03.c,M,C,False
10.004.03.d,M,C,False
10.004.04.a,M,C,False
10.004.04.b,M,C,False
10.004.04.c,M,C,False
10.004.04.d,M,C,False
10.004.05.a,M,C,False
10.004.05.b,M,C,False
10.004.05.c,M,C,False
10.004.05.d,M,C,False
10.004.06.a,M,C,False
10.004.06.b,M,C,False
10.004.06.c,M,C,False
10.004.06.d,M,C,False
10.004.07.a,M,C,False
10.004.07.b,M,C,False
10.004.07.c,M,C,False
10.004.07.d,M,C,False
10.005.01.a,M,C,False
10.005.01.b,M,C,False
10.005.01.c,M,C,False
10.005.01.d,M,C,False
10.005.02.a,M,C,False
10.005.02.b,M,C,False
10.005.02.c,M,C,False
10.005.02.d,M,C,False
10.005.03.a,M,C,False
10.005.03.b,M,C,False
10.005.03.c,M,C,False
10.005.03.d,M,C,False
10.005.04.a,M,C,False
10.005.04.b,M,C,False
10.005.04.c,M,C,False
10.005.04.d,M,C,False
10.005.05.a,M,C,False
10.005.05.b,M,C,False
10.005.05.c,M,C,False
10.005.05.d,M,C,False
10.005.06.a,M,C,False
10.005.06.b,M,C,False
10.005.06.c,M,C,False
10.005.06.d,M,C,False
10.005.07.a,M,C,False
10.005.07.b,M,C,False
10.005.07.c,M,C,False
10.005.07.d,M,C,False
10.006.01.a,M5,S,False
10.006.01.b,M,S,False
10.006.01.c,M,S,False
10.006.01.d,M,S,False
10.006.02.a,M5,S,False
10.006.02.b,M,S,False
10.006.02.c,M,S,False
10.006.02.d,M,S,False
10.006.03.a,M5,S,False
10.006.03.b,M,S,False
10.006.03.c,M5,S,False
10.006.03.d,M5,S,False
10.006.04.a,M5,S,False
10.006.04.b,M,S,False
10.006.04.c,M,S,False
10.006.04.d,M,S,False
10.006.05.a,M5,S,False
10.006.05.b,M,S,False
10.006.05.c,M,S,False
10.006.05.d,M,S,False
10.006.06.a,M5,S,False
10.006.06.b,M,S,False
10.006.06.c,M,S,False
10.006.06.d,M5,S,False
10.006.07.a,M5,S,False
10.006.07.b,M,S,False
10.006.07.c,M,S,False
10.006.07.d,M,S,False
10.007.01.a,M,C,False
10.007.01.b,M,C,False
10.007.01.c,M,C,False
10.007.01.d,M,C,False
10.007.02.a,M,C,False
10.007.02.b,M,C,False
10.007.02.c,MR,C,False
10.007.02.d,M,C,False
10.007.03.a,M,C,False
10.007.03.b,M,C,False
10.007.03.c,M,C,False
10.007.03.d,M,C,False
10.007.04.a,M,C,False
10.007.04.b,M,C,False
10.007.04.c,M,C,False
10.007.04.d,M,C,False
10.007.05.a,M,C,False
10.007.05.b,M,C,False
10.007.05.c,M,C,False
10.007.05.d,M,C,False
10.007.06.a,M,C,False
10.007.06.b,M,C,False
10.007.06.c,M,C,False
10.007.06.d,M,C,False
10.007.07.a,M,C,False
10.007.07.b,M,C,False
10.007.07.c,M,C,False
10.007.07.d,M,C,False
10.008.01.a,M,C,False
10.008.01.b,MR,C,False
10.008.01.c,M,C,False
10.008.01.d,M,C,False
10.008.02.a,M,C,False
10.008.02.b,M,C,False
10.008.02.c,M,C,False
10.008.02.d,M,C,False
10.008.03.a,M,C,False
10.008.03.b,M,C,False
10.008.03.c,M,C,False
10.008.03.d,M,C,False
10.008.04.a,M,C,False
10.008.04.b,M,C,False
10.008.04.c,M,C,False
10.008.04.d,M,C,False
10.008.05.a,M,C,False
10.008.05.b,M,C,False
10.008.05.c,M,C,False
10.008.05.d,M,C,False
10.008.06.a,M,C,False
10.008.06.b,M,C,False
10.008.06.c,M,C,False
10.008.06.d,M,C,False
10.008.07.a,M,C,False
10.008.07.b,M,C,False
10.008.07.c,M,C,False
10.008.07.d,M,C,False
10.008.08.a,M,C,False
10.008.08.b,M,C,False
10.008.08.c,M,C,False
10.008.08.d,M,C,False
10.008.09.a,M,C,False
10.008.09.b,M,C,False
10.008.09.c,M,C,False
10.008.09.d,M,C,False
10.009.01.a,M,C,False
10.009.01.b,M,C,False
10.009.01.c,M,C,False
10.009.02.a,M,C,False
10.009.02.b,M,C,False
10.009.02.c,M,C,False
10.009.03.a,M,C,False
10.009.03.b,M,C,False
10.009.03.c,M,C,False
10.009.04.a,M,C,False
10.009.04.b,M,C,False
10.009.04.c,M,C,False
10.009.05.a,M,C,False
10.009.05.b,M,C,False
10.009.05.c,M,C,False
10.009.06.a,PR,P,False
10.009.06.b,PR,P,False
10.009.06.c,PR,P,False
10.009.07.a,PR,P,False
10.009.07.b,PR,P,False
10.009.07.c,PR,P,False
10.009.08.a,PE2R,P,False
10.009.08.b,PE2R,P,False
10.009.08.c,PE2R,P,False
10.009.08.d,PE2R,P,False
10.009.09.a,PE2R,P,False
10.009.09.b,PE2R,P,False
10.009.09.c,PE2R,P,False
10.009.09.d,PE2R,P,False
10.010.01.a,P,P,False
10.010.01.b,P,P,False
10.010.01.c,P,P,False
10.010.01.d,P,P,False
10.010.02.a,P,P,False
10.010.02.b,P,P,False
10.010.02.c,P,P,False
10.010.02.d,P,P,False
10.010.03.a,P,P,False
10.010.03.b,P,P,False
10.010.03.c,P,P,False
10.010.03.d,P,P,False
10.010.04.a,P,P,False
10.010.04.b,P,P,False
10.010.04.c,P,P,False
10.010.04.d,P,P,False
10.010.05.a,P,P,False
10.010.05.b,PR,P,False
10.010.05.c,P,P,False
10.010.05.d,P,P,False
10.010.06.a,P,P,False
10.010.06.b,P,P,False
10.010.06.c,P,P,False
10.010.06.d,P,P,False
10.010.07.a,P,P,False
10.010.07.b,P,P,False
10.010.07.c,P,P,False
10.010.07.d,P,P,False
10.010.08.a,P,P,False
10.010.08.b,P,P,False
10.010.08.c,P,P,False
10.010.08.d,P,P,False
10.010.09.a,P,P,False
10.010.09.b,P,P,False
10.010.09.c,P,P,False
10.010.09.d,P,P,False
10.010.10.a,P,P,False
10.010.10.b,P,P,False
10.010.10.c,P,P,False
10.010.10.d,P,P,False
10.010.11.a,P,P,False
10.010.11.b,P,P,False
10.010.11.c,P,P,False
10.010.11.d,P,P,False
10.010.12.a,P,P,False
10.010.12.b,P,P,False
10.010.12.c,P,P,False
10.010.12.d,P,P,False
10.010.13.a,P,P,False
10.010.13.b,PH,P,False
10.010.13.c,P,P,False
10.010.13.d,P,P,False
10.010.14.a,P,P,False
10.010.14.b,PR,P,False
10.010.14.c,P,P,False
10.010.14.d,P,P,False
10.011.01.a,D,P,True
10.011.01.b,D,P,True
10.011.01.c,D,P,True
10.011.01.d,D,P,True
10.011.02.a,D,P,True
10.011.02.b,D,P,True
10.011.02.c,D,P,True
10.011.02.d,D,P,True
10.011.03.a,D,P,True
10.011.03.b,D,P,True
10.011.03.c,D,P,True
10.011.03.d,D,P,True
10.011.04.a,D,P,True
10.011.04.b,D,P,True
10.011.04.c,D,P,True
10.011.04.d,D,P,True
10.011.05.a,D,P,True
10.011.05.b,D,P,True
10.011.05.c,D,P,True
10.011.05.d,D,P,True
10.011.06.a,D,P,True
10.011.06.b,D,P,True
10.011.06.c,D,P,True
10.011.06.d,D,P,True
10.011.07.a,D,P,True
10.011.07.b,D,P,True
10.011.07.c,D,P,True
10.011.07.d,D,P,True
10.011.08.a,D,P,True
10.011.08.b,D,P,True
10.011.08.c,D,P,True
10.011.08.d,D,P,True
10.011.09.a,D,P,True
10.011.09.b,D,P,True
10.011.09.c,D,P,True
10.011.09.d,D,P,True
10.012.01.a,M,S,True
10.012.01.b,M,S,True
10.012.01.c,M,S,True
10.012.01.d,M,S,True
10.012.02.a,M,S,True
10.012.02.b,M,S,True
10.012.02.c,M,S,True
10.012.02.d,M,S,True
10.012.03.a,M,S,True
10.012.03.b,M,S,True
10.012.03.c,M,S,True
10.012.03.d,M,S,True
10.012.04.a,M,S,True
10.012.04.b,M,S,True
10.012.04.c,M,S,True
10.012.04.d,M,S,True
10.012.05.a,M,S,True
10.012.05.b,M,S,True
10.012.05.c,M,S,True
10.012.05.d,M,S,True
10.012.06.a,M,S,True
10.012.06.b,MR,S,True
10.012.06.c,M,S,True
10.012.06.d,M,S,True
10.012.07.a,M,S,True
10.012.07.b,M,S,True
10.012.07.c,M,S,True
10.012.07.d,M,S,True
10.012.08.a,M,S,True
10.012.08.b,M,S,True
10.012.08.c,M,S,True
10.012.08.d,M,S,True
10.012.09.a,MR,S,True
10.012.09.b,MR,S,True
10.012.09.c,MR,S,True
10.012.09.d,MR,S,True
10.013.01.a,P,P,False
10.013.01.b,P,P,False
10.013.01.c,P,P,False
10.013.01.d,P,P,False
