line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group,meter_scansion_custom,meter_has_restorations,meter_caesura_position,meter_syllables_count,meter_syllables,meter_notes,meter_scansions_match
01.063.02.d,iṣṇā,strong,iṣ,,False,,Earlier,iṣ 1,1,1.063,01.063.02,d,M,iṣṇā́si,2,intermediate,2.SG.PRS.IND.ACT,púraḥ iṣṇā́si= puruhūta pūrvī́ḥ,púra iṣṇā́si puruhūta pūrvī́ḥ,SS LLS SSLS LL,Triṣṭubh,A,,63,Indra,"Hymns of Nodhas, Descendant of Gotama","SS LLS ,SS|LS LL",False,5,11,"['pú', 'ra', 'iṣ', 'ṇā́', 'si', 'pu', 'ru', 'hū', 'ta', 'pūr', 'vī́ḥ']",,True
01.063.04.b,ubhnā,strong,ubh,,False,V.,Earlier,ubh,1,1.063,01.063.04,b,Mh,ubhnā́ḥ,5,,3.SG.PRS.INJ.ACT,vr̥trám yát vajrin= vr̥ṣakarman ubhnā́ḥ,vr̥tráṁ yád vajrin vr̥ṣakarman ubhnā́ḥ,LL L LL SSLS LL,Triṣṭubh,A,,63,Indra,"Hymns of Nodhas, Descendant of Gotama","LL L LL ,SS|LS_LL",False,5,11,"['vr̥t', 'ráṁ', 'yád', 'vaj', 'rin', 'vr̥', 'ṣa', 'kar', 'ma', 'n ubh', 'nā́ḥ']",,True
04.019.04.c,ubhnā,strong,ubh,,False,V.,Earlier,ubh,4,4.019,04.019.04,c,M,aubhnāt,2,intermediate,3.SG.IPRF.IND.ACT,dr̥ḷhā́ni aubhnāt= uśámānaḥ ójaḥ,dr̥r̥ḷhā́ni+ aubhnād uśámāna ójo,SLLS LL SSLS LL,,S,,315,Indra,Hymns to Indra,SSLS LL_SSLS LL,True,-1,12,"['dr̥', 'r̥', 'ḷhā́', 'ni', 'aubh', 'nā', 'd u', 'śá', 'mā', 'na', 'ó', 'jo']",,False
04.018.12.d,kṣiṇā,strong,kṣi,,False,V.B.,Earlier,kṣī,4,4.018,04.018.12,d,P,ákṣiṇāḥ,3,intermediate,2.SG.IPRF.IND.ACT,yát prá ákṣiṇāḥ= pitáram pādagŕ̥hya,yát prā́kṣiṇāḥ pitáram pādagŕ̥hya,L LSL SSL LSLS,Triṣṭubh,P,"['Grassmann (G)', 'Arnold (C1)']",314,"Dialogue Between Indra, Aditi and Vamadeva",Hymns to Indra,"L LSL ,SSL |LSLS",False,4,11,"['yát', 'prā́k', 'ṣi', 'ṇāḥ', 'pi', 'tá', 'ram', 'pā', 'da', 'gŕ̥h', 'ya']",,True
10.027.04.d,kṣiṇā,strong,kṣi,,False,V.B.,Earlier,kṣī,10,10.027,10.027.04,d,P,kṣiṇām,3,intermediate,1.SG.PRS.INJ.ACT,prá tám kṣiṇām= párvate-_ pādagŕ̥hya,prá táṁ kṣiṇām párvate pādagŕ̥hya,S L SL LSL LSLS,Triṣṭubh,P,['Arnold (C1)'],853,Indra,The Vasukra Hymns,"S L SL ,LSL |LSLS",False,4,11,"['prá', 'táṁ', 'kṣi', 'ṇām', 'pár', 'va', 'te', 'pā', 'da', 'gŕ̥h', 'ya']",,True
10.027.13.c,kṣiṇā,strong,kṣi,,False,V.B.,Earlier,kṣī,10,10.027,10.027.13,c,P,kṣiṇāti,4,,3.SG.PRS.IND.ACT,ā́sīnaḥ ūrdhvā́m= upási} kṣiṇāti,ā́sīna ūrdhvā́m upási kṣiṇāti,LLS LL SSL SLS,Triṣṭubh,P,['Arnold (C1)'],853,Indra,The Vasukra Hymns,LLS LL_SS|_LSLS,False,0,11,"['ā́', 'sī', 'na', 'ūr', 'dhvā́', 'm u', 'pá', 'si k', 'ṣi', 'ṇā', 'ti']",,True
09.046.04.b,gr̥bhṇī,weak,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,9,9.046,09.046.04,b,MO,gr̥bhṇīta,2,verse final,2.PL.PRS.IND.ACT,śukrā́ gr̥bhṇīta manthínā,śukrā́ gr̥bhṇīta manthínā,LL LLS LSL,Gāyatrī,N,,758,Soma,Tirasci and Other Poets,LL LL|S LSL,False,-1,8,"['śuk', 'rā́', 'gr̥bh', 'ṇī', 'ta', 'man', 'thí', 'nā']",,True
09.106.03.b,gr̥bhṇī,weak,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,9,9.106,09.106.03,b,MR,gr̥bhṇīta,2,verse final,3.SG.PRS.INJ.MED,grābhám gr̥bhṇīta sānasím,grābháṁ gr̥bhṇīta sānasím,LL LLS LSL,,A,,818,Soma,The Usnih Group,LL LLS LSL,False,-1,8,"['grā', 'bháṁ', 'gr̥bh', 'ṇī', 'ta', 'sā', 'na', 'sím']",,True
10.062.01.d,gr̥bhṇī,weak,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,10,10.062,10.062.01,d,M,gr̥bhṇīta,2,intermediate,2.PL.PRS.IND.ACT,práti gr̥bhṇīta= mānavám} sumedhasaḥ,práti gr̥bhṇīta mānaváṁ sumedhasaḥ,SS LLS LSL SLSL,,C,['Arnold (C1)'],888,"All the Gods or the Angiras, Thanksgiving to Savarni",Nabhanedistha Hymns,SS LLS LSL SLSL,False,-1,12,"['prá', 'ti', 'gr̥bh', 'ṇī', 'ta', 'mā', 'na', 'váṁ', 'su', 'me', 'dha', 'saḥ']",,True
10.062.02.d,gr̥bhṇī,weak,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,10,10.062,10.062.02,d,M,gr̥bhṇīta,2,intermediate,2.PL.PRS.IND.ACT,práti gr̥bhṇīta= mānavám} sumedhasaḥ,práti gr̥bhṇīta mānaváṁ sumedhasaḥ,SS LLS LSL SLSL,,C,['Arnold (C1)'],888,"All the Gods or the Angiras, Thanksgiving to Savarni",Nabhanedistha Hymns,SS LLS LSL SLSL,False,-1,12,"['prá', 'ti', 'gr̥bh', 'ṇī', 'ta', 'mā', 'na', 'váṁ', 'su', 'me', 'dha', 'saḥ']",,True
10.062.03.d,gr̥bhṇī,weak,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,10,10.062,10.062.03,d,M,gr̥bhṇīta,2,intermediate,2.PL.PRS.IND.ACT,práti gr̥bhṇīta= mānavám} sumedhasaḥ,práti gr̥bhṇīta mānaváṁ sumedhasaḥ,SS LLS LSL SLSL,,C,['Arnold (C1)'],888,"All the Gods or the Angiras, Thanksgiving to Savarni",Nabhanedistha Hymns,SS LLS LSL SLSL,False,-1,12,"['prá', 'ti', 'gr̥bh', 'ṇī', 'ta', 'mā', 'na', 'váṁ', 'su', 'me', 'dha', 'saḥ']",,True
10.062.04.d,gr̥bhṇī,weak,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,10,10.062,10.062.04,d,M,gr̥bhṇīta,2,intermediate,2.PL.PRS.IND.ACT,práti gr̥bhṇīta= mānavám} sumedhasaḥ,práti gr̥bhṇīta mānaváṁ sumedhasaḥ,SS LLS LSL SLSL,,C,['Arnold (C1)'],888,"All the Gods or the Angiras, Thanksgiving to Savarni",Nabhanedistha Hymns,SS LLS LSL SLSL,False,-1,12,"['prá', 'ti', 'gr̥bh', 'ṇī', 'ta', 'mā', 'na', 'váṁ', 'su', 'me', 'dha', 'saḥ']",,True
01.055.02.b,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,1,1.055,01.055.02,b,M,gr̥bhṇāti,2,intermediate,3.SG.PRS.IND.ACT,práti gr̥bhṇāti= víśritāḥ} várīmabhiḥ,práti gr̥bhṇāti víśritā várīmabhiḥ,SS LLS LSL SLSL,Jagatī,S,,55,Indra,Hymns of Savya,"SS LLS ,LS|L SLSL",False,5,12,"['prá', 'ti', 'gr̥bh', 'ṇā', 'ti', 'víś', 'ri', 'tā', 'vá', 'rī', 'ma', 'bhiḥ']",,True
01.163.02.c,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,1,1.163,01.163.02,c,P,agr̥bhṇāt,4,,3.SG.IPRF.IND.ACT,gandharváḥ asya= raśanā́m} agr̥bhṇāt,gandharvó asya raśanā́m agr̥bhṇāt,LLL LS SSL SLL,,P,"['Grassmann (G)', 'Oldenberg (o)', 'Arnold (C1)', 'Wuest (w)', 'Witzel (z)']",163,Praise of the Horse,"Hymns of Dirghatamas, Son of Ucathya and Mamata",LLL LS SSL_SLL,False,-1,11,"['gan', 'dhar', 'vó', 'as', 'ya', 'ra', 'śa', 'nā́', 'm a', 'gr̥bh', 'ṇāt']",,True
03.030.05.d,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,3,3.03,03.030.05,d,M,saṁgr̥bhṇā́ḥ,2,intermediate,2.SG.PRS.SBJV.ACT,yát saṁgr̥bhṇā́ḥ= maghavan kāśíḥ ít te-_,yát saṁgr̥bhṇā́ maghavan kāśír ít te,L LLL SSL LS L L,,N,,264,Indra,Hymns to Indra,L LLL SSL LS_L L,False,-1,11,"['yát', 'saṁ', 'gr̥bh', 'ṇā́', 'ma', 'gha', 'van', 'kā', 'śí', 'r ít', 'te']",,True
05.031.07.c,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,5,5.031,05.031.07,c,M,agr̥bhṇāḥ,5,,2.SG.IPRF.IND.ACT,śúṣṇasya cit= pári māyā́ḥ} agr̥bhṇāḥ,śúṣṇasya cit pári māyā́ agr̥bhṇāḥ,LLS L SS LL SLL,Triṣṭubh,N,,385,Indra,Hymns to Indra,"LLS L ,SS L|L SLL",False,4,11,"['śúṣ', 'ṇas', 'ya', 'cit', 'pá', 'ri', 'mā', 'yā́', 'a', 'gr̥bh', 'ṇāḥ']",,True
07.101.03.c,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,7,7.101,07.101.03,c,D,gr̥bhṇāti,4,verse final,3.SG.PRS.IND.ACT,pitúḥ páyaḥ= práti gr̥bhṇāti mātā́,pitúḥ páyaḥ práti gr̥bhṇāti mātā́,SL SL SS LLS LL,Triṣṭubh,C,['Arnold (C1)'],617,Parjanya,Hymns to Parjanya / Appendix,"SL SL ,SS L|LS LL",False,4,11,"['pi', 'túḥ', 'pá', 'yaḥ', 'prá', 'ti', 'gr̥bh', 'ṇā', 'ti', 'mā', 'tā́']",,True
07.103.04.a,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,7,7.103,07.103.04,a,P,gr̥bhṇāti,4,verse final,3.SG.PRS.IND.ACT,anyáḥ anyám= ánu gr̥bhṇāti enoḥ,anyó anyám ánu gr̥bhṇāti enor,LL LS SS LLS LL,Triṣṭubh,P,"['Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)', 'Witzel (Z)']",619,The Frogs,Hymns to Parjanya / Appendix,LL LS_SS L|LS LL,False,0,11,"['an', 'yó', 'an', 'yá', 'm á', 'nu', 'gr̥bh', 'ṇā', 'ti', 'e', 'nor']",,True
09.078.01.c,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,9,9.078,09.078.01,c,M,gr̥bhṇā́ti,1,intermediate,3.SG.PRS.IND.ACT,gr̥bhṇā́ti riprám= áviḥ asya tā́nvā,gr̥bhṇā́ti riprám ávir asya tā́nuvā,LLS LS SS LS LSL,Jagatī,N,,790,Soma,The Jagati Group,LLS LS_SS|_LS LSL,False,0,12,"['gr̥bh', 'ṇā́', 'ti', 'rip', 'rá', 'm á', 'vi', 'r as', 'ya', 'tā́', 'nu', 'vā']",,True
09.083.04.c,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,9,9.083,09.083.04,c,M,gr̥bhṇā́ti,1,intermediate,3.SG.PRS.IND.ACT,gr̥bhṇā́ti ripúm= nidháyā} nidhā́patiḥ,gr̥bhṇā́ti ripúṁ nidháyā nidhā́patiḥ,LLS SL SSL SLSL,Jagatī,N,,795,Soma,The Jagati Group,"LLS SL ,SS|L SLSL",False,5,12,"['gr̥bh', 'ṇā́', 'ti', 'ri', 'púṁ', 'ni', 'dhá', 'yā', 'ni', 'dhā́', 'pa', 'tiḥ']",,True
10.085.36.a,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,10,10.085,10.085.36,a,P,gr̥bhṇā́mi,1,intermediate,1.SG.PRS.IND.ACT,gr̥bhṇā́mi te-_= saubhagatvā́ya hástam,gr̥bhṇā́mi te saubhagatvā́ya hástam,LLS L LSLLS LL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C2)']",911,Wedding Hymn,Hymns of Manyu,"LLS L ,LSL|LS LL",False,4,11,"['gr̥bh', 'ṇā́', 'mi', 'te', 'sau', 'bha', 'gat', 'vā́', 'ya', 'hás', 'tam']",,True
10.145.04.a,gr̥bhṇā,strong,gr̥bh,,False,V.B.,Earlier,gr̥bhⁱ,10,10.145,10.145.04,a,PE1,gr̥bhṇā́mi,4,,1.SG.PRS.IND.ACT,nahí asyā+ nā́ma gr̥bhṇā́mi,nahy a\syā nā́ma gr̥bhṇā́mi,L LL LS LLS,Aṇuṣṭubh,P,,971,Against Rivals in Love,Hymns of Manyu,L_LL L|S LLS,True,-1,8,"['nah', 'y as', 'yā', 'nā́', 'ma', 'gr̥bh', 'ṇā́', 'mi']",,True
09.079.02.b,junī,weak,jū,,False,V.,Earlier,jū,9,9.079,09.079.02,b,M,junīmási,5,,1.PL.PRS.IND.ACT,dhánā vā yébhiḥ= árvataḥ} junīmási,dhánā vā yébhir árvato junīmási,SL L LS LSL SLSS,Jagatī,S,,791,Soma,The Jagati Group,SL L LS_LS|L SLSS,False,0,12,"['dhá', 'nā', 'vā', 'yé', 'bhi', 'r ár', 'va', 'to', 'ju', 'nī', 'má', 'si']",,True
01.027.07.b,junā,strong,jū,,False,V.,Earlier,jū,1,1.027,01.027.07,b,M,junā́ḥ,4,,2.SG.PRS.SBJV.ACT,ávāḥ vā́jeṣu yám junā́ḥ,ávā vā́jeṣu yáṁ junā́ḥ,SL LLS L SL,Gāyatrī,S,,27,Agni,Hymns of Medhatithi,SL LL|S L SL,False,-1,8,"['á', 'vā', 'vā́', 'je', 'ṣu', 'yáṁ', 'ju', 'nā́ḥ']",,True
01.071.06.d,junā,strong,jū,,False,V.,Earlier,jū,1,1.071,01.071.06,d,M,junā́si,5,,2.SG.PRS.IND.ACT,yā́sat rāyā́= sarátham yám} junā́si,yā́sad rāyā́ saráthaṁ yáṁ junā́si,LL LL SSL L SLS,Triṣṭubh,N,,71,Agni,"Hymns of Parasa, the Son of Sakti","LL LL ,SSL |L SLS",False,4,11,"['yā́', 'sad', 'rā', 'yā́', 'sa', 'rá', 'thaṁ', 'yáṁ', 'ju', 'nā́', 'si']",,True
01.186.05.c,junā,strong,jū,,False,V.,Earlier,jū,1,1.186,01.186.05,c,M,junā́ma,4,,1.PL.PRS.SBJV.ACT,yéna nápātam= apā́m} junā́ma,yéna nápātam apáaṁ junā́ma,LS SLS SSL SLS,Triṣṭubh,A,,186,All the Gods,Hymns of Agastya,LS SLS_SS|L SLS,False,0,11,"['yé', 'na', 'ná', 'pā', 'ta', 'm a', 'pá', 'aṁ', 'ju', 'nā́', 'ma']",,True
07.086.07.d,junā,strong,jū,,False,V.,Earlier,jū,7,7.086,07.086.07,d,M,junāti,4,,3.SG.PRS.IND.ACT,gŕ̥tsam rāyé-_= kavítaraḥ} junāti,gŕ̥tsaṁ rāyé kavítaro junāti,LL LL SSSL SLS,Triṣṭubh,S,,602,Varuna,Hymns to Varuna,"LL LL ,SSS|L SLS",False,4,11,"['gŕ̥t', 'saṁ', 'rā', 'yé', 'ka', 'ví', 'ta', 'ro', 'ju', 'nā', 'ti']",,True
05.034.05.c,jinā,strong,jī,,False,,Earlier,jyā,5,5.034,05.034.05,c,M,jinā́ti,1,intermediate,3.SG.PRS.IND.ACT,jinā́ti vā ít= amuyā́ hánti vā dhúniḥ,jinā́ti véd amuyā́ hánti vā dhúnir,SLS L SSL LS L SL,Jagatī,N,,388,Indra,Hymns to Indra,SLS L_SSL |LS L SL,False,0,12,"['ji', 'nā́', 'ti', 'vé', 'd a', 'mu', 'yā́', 'hán', 'ti', 'vā', 'dhú', 'nir']",,True
09.055.04.a,jinā,strong,jī,,False,,Earlier,jyā,9,9.055,09.055.04,a,MO,jinā́ti,2,intermediate,3.SG.PRS.IND.ACT,yáḥ jinā́ti ná jī́yate?_,yó jinā́ti ná jī́yate,L SLS S LSL,Gāyatrī,N,,767,Soma,Tirasci and Other Poets,L SLS |S LSL,False,-1,8,"['yó', 'ji', 'nā́', 'ti', 'ná', 'jī́', 'ya', 'te']",,True
10.027.04.c,jinā,strong,jī,,False,,Earlier,jyā,10,10.027,10.027.04,c,P,jinā́mi,1,intermediate,1.SG.PRS.IND.ACT,jinā́mi vā ít= kṣéme-_ ā́ sántam ābhúm,jinā́mi vét kṣéma ā́ sántam ābhúm,SLS L LS L LS LL,Triṣṭubh,P,['Arnold (C1)'],853,Indra,The Vasukra Hymns,"SLS L ,LS L |LS_LL",False,4,11,"['ji', 'nā́', 'mi', 'vét', 'kṣé', 'ma', 'ā́', 'sán', 'ta', 'm ā', 'bhúm']",,True
01.023.21.a,pr̥ṇī,weak,pr̥,,False,,Earlier,pr̥̄ 1,1,1.023,01.023.21,a,P,pr̥ṇītá,2,verse final,2.PL.PRS.IMP.ACT,ā́paḥ pr̥ṇītá bheṣajám,ā́paḥ pr̥ṇītá bheṣajáṁ,LL SLS LSL,Gāyatrī,P,"['Oldenberg (O)', 'Arnold (C1)', 'Wuest (W)']",23,Diverse Gods,Hymns of Medhatithi,LL SL|S LSL,False,-1,8,"['ā́', 'paḥ', 'pr̥', 'ṇī', 'tá', 'bhe', 'ṣa', 'jáṁ']",,True
05.005.05.c,pr̥ṇī,weak,pr̥,,False,,Earlier,pr̥̄ 1,5,5.005,05.005.05,c,M,pr̥ṇītana,3,,2.PL.PRS.IMP.ACT,prá-pra yajñám pr̥ṇītana,prá-pra yajñám pr̥ṇītana,LS LL SLSS,Gāyatrī,C,,359,Apri Hymn,Hymns to Agni,LS LL |SLSS,True,-1,8,"['práp', 'ra', 'yaj', 'ñám', 'pr̥', 'ṇī', 'ta', 'na']",,True
07.065.04.d,pr̥ṇī,weak,pr̥,,False,,Earlier,pr̥̄ 1,7,7.065,07.065.04,d,M,pr̥ṇītám,1,intermediate,2.DU.PRS.IMP.ACT,pr̥ṇītám udnáḥ= divyásya cā́roḥ,pr̥ṇītám udnó diviyásya cā́roḥ,SLS LL SSLS LL,Triṣṭubh,S,,581,Mitra and Varuna,Hymns to Mitra and Varuna,"SLS_LL ,SS|LS LL",False,5,11,"['pr̥', 'ṇī', 'tá', 'm ud', 'nó', 'di', 'vi', 'yás', 'ya', 'cā́', 'roḥ']",,True
10.009.07.a,pr̥ṇī,weak,pr̥,,False,,Earlier,pr̥̄ 1,10,10.009,10.009.07,a,PR,pr̥ṇītá,2,verse final,2.PL.PRS.IMP.ACT,ā́paḥ pr̥ṇītá bheṣajám,ā́paḥ pr̥ṇītá bheṣajáṁ,LL SLS LSL,Gāyatrī,P,['Wuest (W)'],835,The Waters,Hymns of Trita Aptya,LL SL|S LSL,False,-1,8,"['ā́', 'paḥ', 'pr̥', 'ṇī', 'tá', 'bhe', 'ṣa', 'jáṁ']",,True
10.117.05.a,pr̥ṇī,weak,pr̥,,False,,Earlier,pr̥̄ 1,10,10.117,10.117.05,a,P,pr̥ṇīyā́t,1,intermediate,3.SG.PRS.OPT.ACT,pr̥ṇīyā́t ít= nā́dhamānāya távyān,pr̥ṇīyā́d ín nā́dhamānāya távyān,SLL L LSLLS LL,Triṣṭubh,P,['Arnold (C1)'],943,Praise of Charity,Hymns of Manyu,"SLL_L ,LSL|LS LL",False,4,11,"['pr̥', 'ṇī', 'yā́', 'd ín', 'nā́', 'dha', 'mā', 'nā', 'ya', 'táv', 'yān']",,True
10.117.09.d,pr̥ṇī,weak,pr̥,,False,,Earlier,pr̥̄ 1,10,10.117,10.117.09,d,P,pr̥ṇītaḥ,6,,3.DU.PRS.IND.ACT,jñātī́+_ cit sántau= ná samám} pr̥ṇītaḥ,jñātī́ cit sántau ná samám pr̥ṇītaḥ,LL L LL S SL SLL,Triṣṭubh,P,['Arnold (C1)'],943,Praise of Charity,Hymns of Manyu,"LL L LL ,S S|L SLL",False,5,11,"['jñā', 'tī́', 'cit', 'sán', 'tau', 'ná', 'sa', 'mám', 'pr̥', 'ṇī', 'taḥ']",,True
01.125.05.b,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,1,1.125,01.125.05,b,M,pr̥ṇā́ti,2,intermediate,3.SG.PRS.IND.ACT,yáḥ pr̥ṇā́ti= sá ha devéṣu gacchati,yáḥ pr̥ṇā́ti sá ha devéṣu gachati,L SLS S S LLS LSS,Jagatī,C,"['Grassmann (G)', 'Oldenberg (o)']",125,Praise of the Generous Sacrificer,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","L SLS ,S S L|LS LSS",False,4,12,"['yáḥ', 'pr̥', 'ṇā́', 'ti', 'sá', 'ha', 'de', 'vé', 'ṣu', 'gac', 'cha', 'ti']",alt_caesura_position:5 ,True
02.030.07.c,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,2,2.03,02.030.07,c,M,pr̥ṇā́t,3,intermediate,3.SG.PRS.SBJV.ACT,yáḥ me-_ pr̥ṇā́t= yáḥ dádat yáḥ} nibódhāt,yó me pr̥ṇā́d yó dádad yó nibódhād,L L SL L SL L SLL,Triṣṭubh,N,,221,Indra and Other Gods,Hymns to Various Gods,"L L SL ,L SL |L SLL",False,4,11,"['yó', 'me', 'pr̥', 'ṇā́d', 'yó', 'dá', 'dad', 'yó', 'ni', 'bó', 'dhād']",alt_caesura_position:5 ,True
03.006.02.a,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,3,3.006,03.006.02,a,M,apr̥ṇāḥ,3,verse final,2.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāḥ jā́yamānaḥ,ā́ ródasī apr̥ṇā jā́yamāna,L LSL SSL LSLS,Triṣṭubh,N,,240,Agni,Hymns to Agni,"L LSL ,SSL |LSLS",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇā', 'jā́', 'ya', 'mā', 'na']",,True
04.018.05.d,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,4,4.018,04.018.05,d,P,apr̥ṇāt,3,verse final,3.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāt jā́yamānaḥ,ā́ ródasī apr̥ṇāj jā́yamānaḥ,L LSL SSL LSLL,Triṣṭubh,P,['Arnold (C1)'],314,"Dialogue Between Indra, Aditi and Vamadeva",Hymns to Indra,"L LSL ,SSL |LSLL",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇāj', 'jā́', 'ya', 'mā', 'naḥ']",,True
06.047.15.a,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,6,6.047,06.047.15,a,D,pr̥ṇāt,5,intermediate,3.SG.PRS.SBJV.ACT,káḥ īm stavat= káḥ pr̥ṇāt káḥ} yajāte?_,ká īṁ stavat káḥ pr̥ṇāt kó yajāte,S L SL L SL L SLL,Triṣṭubh,C,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",488,"Soma, Indra and Others",Hymns to Indra,"S L SL ,L SL |L SLL",False,4,11,"['ká', 'īṁ', 'sta', 'vat', 'káḥ', 'pr̥', 'ṇāt', 'kó', 'ya', 'jā', 'te']",alt_caesura_position:5 ,True
07.013.02.b,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,7,7.013,07.013.02,b,M,apr̥ṇāḥ,3,verse final,2.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāḥ jā́yamānaḥ,ā́ ródasī apr̥ṇā jā́yamānaḥ,L LSL SSL LSLL,Triṣṭubh,C,,529,Agni Vaisvanara,Hymns to Agni,"L LSL ,SSL |LSLL",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇā', 'jā́', 'ya', 'mā', 'naḥ']",,True
08.064.04.c,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,8,8.064,08.064.04,c,MO,pr̥ṇāsi,3,verse final,2.SG.PRS.IND.ACT,ā́ ubhé+_ pr̥ṇāsi ródasī+_,óbhé pr̥ṇāsi ródasī,LL SLS LSL,Gāyatrī,A,,673,Indra,Hymns of Pragatha and Other Kanva-Sons,LL SL|S LSL,False,-1,8,"['ó', 'bhé', 'pr̥', 'ṇā', 'si', 'ró', 'da', 'sī']",,True
10.002.04.c,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,10,10.002,10.002.04,c,M,pr̥ṇāti,5,verse final,3.SG.PRS.SBJV.ACT,agníḥ tát víśvam= ā́ pr̥ṇāti vidvā́n,agníṣ ṭád víśvam ā́ pr̥ṇāti vidvā́n,LL L LS L SLS LL,Triṣṭubh,C,,828,Agni,Hymns of Trita Aptya,LL L LS_L S|LS LL,False,0,11,"['ag', 'níṣ', 'ṭád', 'víś', 'va', 'm ā́', 'pr̥', 'ṇā', 'ti', 'vid', 'vā́n']",,True
10.028.02.d,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,10,10.028,10.028.02,d,P,pr̥ṇā́ti,5,,3.SG.PRS.IND.ACT,yáḥ me-_ kukṣī́+_= sutásomaḥ} pr̥ṇā́ti,yó me kukṣī́ sutásomaḥ pr̥ṇā́ti,L L LL SSLL SLS,Triṣṭubh,P,['Arnold (C1)'],854,"Indra, a Dispute",The Vasukra Hymns,"L L LL ,SSL|L SLS",False,4,11,"['yó', 'me', 'kuk', 'ṣī́', 'su', 'tá', 'so', 'maḥ', 'pr̥', 'ṇā́', 'ti']",,True
10.045.06.b,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,10,10.045,10.045.06,b,M,apr̥ṇāt,3,verse final,3.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāt jā́yamānaḥ,ā́ ródasī apr̥ṇāj jā́yamānaḥ,L LSL SSL LSLL,Triṣṭubh,C,,871,Agni,The Vatsapri Hymns,"L LSL ,SSL |LSLL",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇāj', 'jā́', 'ya', 'mā', 'naḥ']",,True
10.055.03.a,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,10,10.055,10.055.03,a,D,apr̥ṇāt,3,intermediate,3.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāt ā́ utá mádhyam,ā́ ródasī apr̥ṇād ótá mádhyam,L LSL SSL LS LL,Triṣṭubh,C,,881,Indra,Brihaduktha Hymns,"L LSL ,SSL|_LS LL",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇā', 'd ó', 'tá', 'mádh', 'yam']",,True
